Charger ID;Charger Status;ChargingStationId;OperatorID;OperatorName;IsOpen24Hours;Accessibility;GeoCoordinates;address_country;address_canton;address_region;address_city;address_postalcode;address_street;address_timezone;address_floor;Plugs;PaymentOptions;MaxCapacity;ChargingFacilities (Power);AuthenticationModes;DynamicInfoAvailable;ValueAddedServices;IsHubjectCompatible;lastUpdate;ClearinghouseID;HubOperatorID;AdditionalInfo;deltaType;ChargingPoolID;OpeningTimes;GeoChargingPointEntrance;HotlinePhoneNum;ChargingStationNames;AccessibilityLocation;CalibrationLawDataAvailability;ChargingStationLocationReference;EnergySource;EnvironmentalImpact;LocationImage;RenewableEnergy;SuboperatorName;DynamicPowerLevel;HardwareManufacturer
CHEVPE3072;Available;4610;CHEVP;evpass;0;Free publicly accessible;47.41843,9.366014;CHE;St. Gallen;;St. Gallen;9000;Unterstrasse 52;UTC+01:00;;"Type 1 Connector (Cable Attached);Type 2 Connector (Cable Attached)";Contract;;7.0,22.0;"REMOTE;NFC RFID Classic;NFC RFID DESFire";true;MaximumPowerCharging;0;;;;;;;;;0488848044;"[{""value"": ""NWZ c/o Varioserv - N2 - Unterstrasse St.Gallen"", ""lang"": null}]";;;;;;;;;;
CHEVPE36629;Available;12517;CHEVP;evpass;0;Free publicly accessible;47.408038,9.31104;CHE;St. Gallen;;St. Gallen;9015;Breitfeldstrasse 9;UTC+01:00;;"Type 1 Connector (Cable Attached);Type 2 Connector (Cable Attached)";Contract;;7.0,22.0;"REMOTE;NFC RFID Classic;NFC RFID DESFire";true;MaximumPowerCharging;0;;;;;;;;;0488848044;"[{""value"": ""Newstar Hotel St. Gallen - N2"", ""lang"": null}]";;;;;;;;;;
CH*ECUEDA9TBV8A2JH7VVMX2LX3J3CL4W;Available;CH*ECUEDA9TBV8A2JH7VVMX2LX3J3CL4W;CH*ECU;eCarUp;0;Free publicly accessible;47.433322,9.405309;CHE;St. Gallen;;St. Gallen;9000;Grütlistrasse 27;UTC+02:00;;Type 2 Outlet;Direct;0;;"REMOTE;NFC RFID Classic;NFC RFID DESFire";auto;DynamicPricing;0;;;;"[{""lang"": ""en"", ""value"": ""Visit web.ecarup.com for more information and to download native app.""}]";insert;;;;;"[{""lang"": ""en"", ""value"": ""Grütlistrasse 27 PP links ""}, {""lang"": ""de"", ""value"": ""Grütlistrasse 27 PP links ""}]";OnStreet;Not Available;;;;;;;;
CH*REPE366*04*1;Available;CH*REPE366*02*1;CH*REP;PLUG’N ROLL;1;Paying publicly accessible;47.408108,9.30469;CHE;St. Gallen;;St. Gallen;9015;Zürcherstrasse 464;;0;Type 2 Outlet;"Direct;Contract";;22.08;"NFC RFID Classic;REMOTE";true;None;1;;;;None;insert;;;;0488848044;;;;;;;;;;;
CH*REPE366*07*1;Available;CH*REPE366*02*1;CH*REP;PLUG’N ROLL;1;Paying publicly accessible;47.408108,9.30469;CHE;St. Gallen;;St. Gallen;9015;Zürcherstrasse 464;;0;Type 2 Outlet;"Direct;Contract";;22.08;"NFC RFID Classic;REMOTE";true;None;1;;;;None;insert;;;;0488848044;;;;;;;;;;;
CH*REPE366*25*1;Available;CH*REPE366*02*1;CH*REP;PLUG’N ROLL;1;Paying publicly accessible;47.408108,9.30469;CHE;St. Gallen;;St. Gallen;9015;Zürcherstrasse 464;;0;Type 2 Connector (Cable Attached);"Direct;Contract";;22.08;"NFC RFID Classic;REMOTE";true;None;1;;;;None;insert;;;;0488848044;;;;;;;;;;;
CH*REPE366*17*1;Available;CH*REPE366*02*1;CH*REP;PLUG’N ROLL;1;Paying publicly accessible;47.408108,9.30469;CHE;St. Gallen;;St. Gallen;9015;Zürcherstrasse 464;;0;Type 2 Connector (Cable Attached);"Direct;Contract";;22.08;"NFC RFID Classic;REMOTE";true;None;1;;;;None;insert;;;;0488848044;;;;;;;;;;;
CH*REPE366*12*1;Available;CH*REPE366*02*1;CH*REP;PLUG’N ROLL;1;Paying publicly accessible;47.408108,9.30469;CHE;St. Gallen;;St. Gallen;9015;Zürcherstrasse 464;;0;Type 2 Connector (Cable Attached);"Direct;Contract";;22.08;"NFC RFID Classic;REMOTE";true;None;1;;;;None;insert;;;;0488848044;;;;;;;;;;;
CH*REPE366*29*1;Available;CH*REPE366*02*1;CH*REP;PLUG’N ROLL;1;Paying publicly accessible;47.408108,9.30469;CHE;St. Gallen;;St. Gallen;9015;Zürcherstrasse 464;;0;Type 2 Connector (Cable Attached);"Direct;Contract";;22.08;"NFC RFID Classic;REMOTE";true;None;1;;;;None;insert;;;;0488848044;;;;;;;;;;;
CH*REPE366*14*1;Available;CH*REPE366*02*1;CH*REP;PLUG’N ROLL;1;Paying publicly accessible;47.408108,9.30469;CHE;St. Gallen;;St. Gallen;9015;Zürcherstrasse 464;;0;Type 2 Connector (Cable Attached);"Direct;Contract";;22.08;"NFC RFID Classic;REMOTE";true;None;1;;;;None;insert;;;;0488848044;;;;;;;;;;;
CH*REPE366*21*1;Available;CH*REPE366*02*1;CH*REP;PLUG’N ROLL;1;Paying publicly accessible;47.408108,9.30469;CHE;St. Gallen;;St. Gallen;9015;Zürcherstrasse 464;;0;Type 2 Connector (Cable Attached);"Direct;Contract";;22.08;"NFC RFID Classic;REMOTE";true;None;1;;;;None;insert;;;;0488848044;;;;;;;;;;;
CH*REPE366*39*2;Available;CH*REPE366*02*1;CH*REP;PLUG’N ROLL;1;Paying publicly accessible;47.408108,9.30469;CHE;St. Gallen;;St. Gallen;9015;Zürcherstrasse 464;;0;CHAdeMO;"Direct;Contract";;24;"NFC RFID Classic;REMOTE";true;None;1;;;;None;insert;;;;0488848044;;;;;;;;;;;
CH*REPE366*40*2;Available;CH*REPE366*02*1;CH*REP;PLUG’N ROLL;1;Paying publicly accessible;47.408108,9.30469;CHE;St. Gallen;;St. Gallen;9015;Zürcherstrasse 464;;0;CHAdeMO;"Direct;Contract";;24;"NFC RFID Classic;REMOTE";true;None;1;;;;None;insert;;;;0488848044;;;;;;;;;;;
CH*REPE366*23*1;Available;CH*REPE366*02*1;CH*REP;PLUG’N ROLL;1;Paying publicly accessible;47.408108,9.30469;CHE;St. Gallen;;St. Gallen;9015;Zürcherstrasse 464;;0;Type 2 Connector (Cable Attached);"Direct;Contract";;22.08;"NFC RFID Classic;REMOTE";true;None;1;;;;None;insert;;;;0488848044;;;;;;;;;;;
CH*CCI*E20825;Available;CH*CCI*E20826;CH*CCC;Move;1;Paying publicly accessible;47.45132,9.42016;CHE;St. Gallen;;St. Gallen;9016;Rorschacher Strasse 311;;;Type 2 Outlet;;;11.0;"NFC RFID Classic;NFC RFID DESFire;Direct Payment;REMOTE";true;None;1;;;;;;;;;0488848044;"[{""value"": ""Kurhaus Oberwaid"", ""lang"": null}]";;;;;;;;;;
CH*CCI*E20737;Available;CH*CCI*E20734;CH*CCC;Move;1;Paying publicly accessible;47.44319,9.41551;CHE;St. Gallen;;St. Gallen;9016;Rorschacherstrasse 286;;;Type 2 Outlet;;;11.0;"NFC RFID Classic;NFC RFID DESFire;Direct Payment;REMOTE";true;None;1;;;;;;;;;0488848044;"[{""value"": ""Neudorf-Center"", ""lang"": null}]";;;;;;;;;;
CH*CCI*E20734;Available;CH*CCI*E20734;CH*CCC;Move;1;Paying publicly accessible;47.44319,9.41551;CHE;St. Gallen;;St. Gallen;9016;Rorschacherstrasse 286;;;Type 2 Outlet;;;11.0;"NFC RFID Classic;NFC RFID DESFire;Direct Payment;REMOTE";true;None;1;;;;;;;;;0488848044;"[{""value"": ""Neudorf-Center"", ""lang"": null}]";;;;;;;;;;
CH*CCI*E20735;Available;CH*CCI*E20734;CH*CCC;Move;1;Paying publicly accessible;47.44319,9.41551;CHE;St. Gallen;;St. Gallen;9016;Rorschacherstrasse 286;;;Type 2 Outlet;;;11.0;"NFC RFID Classic;NFC RFID DESFire;Direct Payment;REMOTE";true;None;1;;;;;;;;;0488848044;"[{""value"": ""Neudorf-Center"", ""lang"": null}]";;;;;;;;;;
CH*CCI*E20740;Available;CH*CCI*E20734;CH*CCC;Move;1;Paying publicly accessible;47.44319,9.41551;CHE;St. Gallen;;St. Gallen;9016;Rorschacherstrasse 286;;;Type 2 Outlet;;;11.0;"NFC RFID Classic;NFC RFID DESFire;Direct Payment;REMOTE";true;None;1;;;;;;;;;0488848044;"[{""value"": ""Neudorf-Center"", ""lang"": null}]";;;;;;;;;;
CH*CCI*E20701;Available;CH*CCI*E20701;CH*CCC;Move;1;Paying publicly accessible;47.42126,9.37254;CHE;St. Gallen;;St. Gallen;9001;Schochengasse 5;;;Type 2 Outlet;;;11.0;"NFC RFID Classic;NFC RFID DESFire;Direct Payment;REMOTE";true;None;1;;;;;;;;;0488848044;"[{""value"": ""Parkgarage Raiffeisen"", ""lang"": null}]";;;;;;;;;;
CH*CCI*E20702;Occupied;CH*CCI*E20701;CH*CCC;Move;1;Paying publicly accessible;47.42126,9.37254;CHE;St. Gallen;;St. Gallen;9001;Schochengasse 5;;;Type 2 Outlet;;;11.0;"NFC RFID Classic;NFC RFID DESFire;Direct Payment;REMOTE";true;None;1;;;;;;;;;0488848044;"[{""value"": ""Parkgarage Raiffeisen"", ""lang"": null}]";;;;;;;;;;
CH*CCC*E50415;Available;CH*CCC*E50415;CH*CCC;Move;1;Paying publicly accessible;47.412367,9.341061;CHE;St. Gallen;;St. Gallen;9014;Lerchenfeldstrasse 5;;;Type 2 Outlet;;;22.0;"NFC RFID Classic;NFC RFID DESFire;Direct Payment;REMOTE";true;None;1;;;;;;;;;0488848044;"[{""value"": ""Empa, St.Gallen"", ""lang"": null}]";;;;;;;;;;
CH*CCC*E50446;Available;CH*CCC*E50444;CH*CCC;Move;1;Paying publicly accessible;47.421946,9.36923;CHE;St. Gallen;;St. Gallen;9001;Bahnhofplatz 7;;;CCS Combo 2 Plug (Cable Attached);;;50.0;"NFC RFID Classic;NFC RFID DESFire;Direct Payment;REMOTE";true;None;1;;;;;;;;;0488848044;"[{""value"": ""Parkplatz Gaiserbahnhof"", ""lang"": null}]";;;;;;;;;;
CH*CCC*E50444;Available;CH*CCC*E50444;CH*CCC;Move;1;Paying publicly accessible;47.421946,9.36923;CHE;St. Gallen;;St. Gallen;9001;Bahnhofplatz 7;;;Type 2 Outlet;;;22.0;"NFC RFID Classic;NFC RFID DESFire;Direct Payment;REMOTE";true;None;1;;;;;;;;;0488848044;"[{""value"": ""Parkplatz Gaiserbahnhof"", ""lang"": null}]";;;;;;;;;;
CH*CCI*E20623;Available;CH*CCI*E20622;CH*CCC;Move;1;Paying publicly accessible;47.412799,9.335419;CHE;St. Gallen;;St. Gallen;9001;Zürcher Strasse 204;;;Type 2 Outlet;;;11.0;"NFC RFID Classic;NFC RFID DESFire;Direct Payment;REMOTE";true;None;1;;;;;;;;;0488848044;"[{""value"": ""Parkhaus EKZ Lerchenfeld"", ""lang"": null}]";;;;;;;;;;
CH*CCI*E20597;Available;CH*CCI*E20594;CH*CCC;Move;1;Paying publicly accessible;47.422804,9.367154;CHE;St. Gallen;;St. Gallen;9000;Lagerstrasse 6;;;Type 2 Outlet;;;11.0;"NFC RFID Classic;NFC RFID DESFire;Direct Payment;REMOTE";true;None;1;;;;;;;;;0488848044;"[{""value"": ""City Parking Bahnhof St.Gallen"", ""lang"": null}]";;;;;;;;;;
CH*CCI*E20588;Available;CH*CCI*E20589;CH*CCC;Move;1;Paying publicly accessible;47.437577,9.405831;CHE;St. Gallen;;St. Gallen;9016;Rorschacherstrasse 253;;;Type 2 Outlet;;;11.0;"NFC RFID Classic;NFC RFID DESFire;Direct Payment;REMOTE";true;None;1;;;;;;;;;0488848044;"[{""value"": ""Parkplatz Neudorf"", ""lang"": null}]";;;;;;;;;;
CH*CCI*E20512;Available;CH*CCI*E20512;CH*CCC;Move;1;Paying publicly accessible;47.417518,9.336491;CHE;St. Gallen;;St. Gallen;9001;Rechenstrasse 37;;;Type 2 Outlet;;;11.0;"NFC RFID Classic;NFC RFID DESFire;Direct Payment;REMOTE";true;None;1;;;;;;;;;0488848044;"[{""value"": ""Vifor AG"", ""lang"": null}]";;;;;;;;;;
CH*CCI*E20496;Available;CH*CCI*E20495;CH*CCC;Move;1;Paying publicly accessible;47.443117,9.414715;CHE;St. Gallen;;St. Gallen;9016;Rohrschacherstrasse 284;;;Type 2 Outlet;;;11.0;"NFC RFID Classic;NFC RFID DESFire;Direct Payment;REMOTE";true;None;1;;;;;;;;;0488848044;"[{""value"": ""Auto Zollikofer, St.Gallen"", ""lang"": null}]";;;;;;;;;;
CHEVPE2021;Available;5978;CHEVP;evpass;0;Free publicly accessible;47.43595,9.391535;CHE;St. Gallen;;St. Gallen;9008;Bachstrasse 29;UTC+01:00;2;"Type 2 Connector (Cable Attached);Type 1 Connector (Cable Attached)";"Contract;Direct";;22.0,3.7;"REMOTE;NFC RFID Classic;NFC RFID DESFire;Direct Payment";true;MaximumPowerCharging;0;;;;;;;;;0488848044;"[{""value"": ""evpass - P1 - SAK - Migros St.Fiden 01"", ""lang"": null}]";;;;;;;;;;
CHEVPE2019;Available;5978;CHEVP;evpass;0;Free publicly accessible;47.43595,9.391535;CHE;St. Gallen;;St. Gallen;9008;Bachstrasse 29;UTC+01:00;2;"Type 2 Connector (Cable Attached);Type 1 Connector (Cable Attached)";"Contract;Direct";;22.0,3.7;"REMOTE;NFC RFID Classic;NFC RFID DESFire;Direct Payment";true;MaximumPowerCharging;0;;;;;;;;;0488848044;"[{""value"": ""evpass - P1 - SAK - Migros St.Fiden 01"", ""lang"": null}]";;;;;;;;;;
CHEVPE36307;Available;9103;CHEVP;evpass;0;Free publicly accessible;47.437977,9.376534;CHE;St. Gallen;;St. Gallen;9010;Holzstrasse Weiterbildungszentrum Holzweid 15;UTC+01:00;;"CHAdeMO;CCS Combo 2 Plug (Cable Attached)";"Contract;Direct";;22.0,22.0;"REMOTE;NFC RFID Classic;NFC RFID DESFire;Direct Payment";true;MaximumPowerCharging;0;;;;;;;;;0488848044;"[{""value"": ""evpass - RXT22 - SAK - Universität St.Gallen"", ""lang"": null}]";;;;;;;;;;
CH*ECUEFHTCRXG2S9V6XLSC4XAMB8Z44Q;Available;CH*ECUEFHTCRXG2S9V6XLSC4XAMB8Z44Q;CH*ECU;eCarUp;0;Free publicly accessible;47.43752,9.379337;CHE;St. Gallen;;St. Gallen;9010;Tannenstrasse 54;UTC+02:00;;Type 2 Outlet;Direct;0;22.0;"REMOTE;NFC RFID Classic;NFC RFID DESFire";auto;DynamicPricing;0;;;;"[{""lang"": ""en"", ""value"": ""Visit web.ecarup.com for more information and to download native app.""}]";insert;;;;;"[{""lang"": ""en"", ""value"": ""MFH  Tannenstrasse 54""}, {""lang"": ""de"", ""value"": ""MFH  Tannenstrasse 54""}]";OnStreet;Not Available;;;;;;;;
CH*LID*E123*0012;Unknown;CH*LID*E123*0012;CH*LIDL;Lidl Schweiz;0;Free publicly accessible;47.41348,9.33982;CHE;St. Gallen;;St. Gallen;9014;Lerchenfeldstrasse 11;;;"CHAdeMO;CCS Combo 2 Plug (Cable Attached);Type 2 Connector (Cable Attached)";No Payment;;50,50,22;"NFC RFID Classic;NFC RFID DESFire;PnC;REMOTE";false;None;0;;;;None;;;;;;;;;;;;;;;;
CH*REPE366*24*1;Available;CH*REPE366*02*1;CH*REP;PLUG’N ROLL;1;Paying publicly accessible;47.408108,9.30469;CHE;St. Gallen;;St. Gallen;9015;Zürcherstrasse 464;;0;Type 2 Connector (Cable Attached);"Direct;Contract";;22.08;"NFC RFID Classic;REMOTE";true;None;1;;;;None;insert;;;;0488848044;;;;;;;;;;;
CH*REPE366*08*1;Available;CH*REPE366*02*1;CH*REP;PLUG’N ROLL;1;Paying publicly accessible;47.408108,9.30469;CHE;St. Gallen;;St. Gallen;9015;Zürcherstrasse 464;;0;Type 2 Outlet;"Direct;Contract";;22.08;"NFC RFID Classic;REMOTE";true;None;1;;;;None;insert;;;;0488848044;;;;;;;;;;;
CH*REPE366*09*1;Available;CH*REPE366*02*1;CH*REP;PLUG’N ROLL;1;Paying publicly accessible;47.408108,9.30469;CHE;St. Gallen;;St. Gallen;9015;Zürcherstrasse 464;;0;Type 2 Connector (Cable Attached);"Direct;Contract";;22.08;"NFC RFID Classic;REMOTE";true;None;1;;;;None;insert;;;;0488848044;;;;;;;;;;;
