Geo Point;Geo Shape;Kategorie;Bezeichnung;Adresse;Ort;Land;PLZ;Information;Parkplatzart;Anzahl_Parkplätze
47.42888369484067,9.382950028921373;"{""coordinates"": [9.382950028921373, 47.42888369484067], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Museumstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 20;Weiss (bewirtschaftet);20.0
47.40350661070773,9.327175428246873;"{""coordinates"": [9.327175428246873, 47.40350661070773], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Hinterberg;St.Gallen;Schweiz;9014;Erweiterte Blaue Zone: 13;Erweiterte Blaue Zone;13.0
47.42040095944681,9.367392834495625;"{""coordinates"": [9.367392834495625, 47.42040095944681], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Vadianstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.41002827326601,9.33745364383254;"{""coordinates"": [9.33745364383254, 47.41002827326601], ""type"": ""Point""}";Parkplätze, Parkhäuser;Parkanlage Aldi (Eröffnung	24. April 2008);Fürstenlandstrasse;St.Gallen;Schweiz;9014;Kundenparkplatz: 1;Kundenparkplatz;1.0
47.41047655629993,9.338240110265973;"{""coordinates"": [9.338240110265973, 47.41047655629993], ""type"": ""Point""}";Parkplätze, Parkhäuser;Parkanlage Aldi (Eröffnung	24. April 2008);Fürstenlandstrasse;St.Gallen;Schweiz;9014;Kundenparkplatz: 4;Kundenparkplatz;4.0
47.4198396404487,9.372739712141321;"{""coordinates"": [9.372739712141321, 47.4198396404487], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Felsenstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 5;Erweiterte Blaue Zone;5.0
47.42549650936159,9.38147002983451;"{""coordinates"": [9.38147002983451, 47.42549650936159], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Untere Büschenstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.43879405295722,9.379151250187931;"{""coordinates"": [9.379151250187931, 47.43879405295722], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Guisanstrasse;St.Gallen;Schweiz;9010;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.42534558334803,9.393055363713163;"{""coordinates"": [9.393055363713163, 47.42534558334803], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Dreilindenstrasse;St.Gallen;Schweiz;9011;Weiss (bewirtschaftet): 5;Weiss (bewirtschaftet);5.0
47.436169451583716,9.375751136952136;"{""coordinates"": [9.375751136952136, 47.436169451583716], ""type"": ""Point""}";Parkplätze, Parkhäuser;Schwimmbad Rotmonten;Guisanstrasse;St.Gallen;Schweiz;9010;Weiss (bewirtschaftet): 43;Weiss (bewirtschaftet);43.0
47.423253636046695,9.365977229414524;"{""coordinates"": [9.365977229414524, 47.423253636046695], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Greifenstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 4;Erweiterte Blaue Zone;4.0
47.41781299900161,9.346071674355864;"{""coordinates"": [9.346071674355864, 47.41781299900161], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Schönauweg;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.41898677196295,9.351534417523;"{""coordinates"": [9.351534417523, 47.41898677196295], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Sömmerlistrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.43888488900362,9.401823933278902;"{""coordinates"": [9.401823933278902, 47.43888488900362], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Hüttenwiesstrasse;St.Gallen;Schweiz;9016;Erweiterte Blaue Zone: 4;Erweiterte Blaue Zone;4.0
47.44043747605627,9.393121857834508;"{""coordinates"": [9.393121857834508, 47.44043747605627], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Kolumbanstrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.43208046335609,9.400080862698312;"{""coordinates"": [9.400080862698312, 47.43208046335609], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Falkensteinstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.41797092976902,9.379995490006516;"{""coordinates"": [9.379995490006516, 47.41797092976902], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Weiherweidstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 4;Erweiterte Blaue Zone;4.0
47.445679197220436,9.384817952709595;"{""coordinates"": [9.384817952709595, 47.445679197220436], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Kirchlistrasse;St.Gallen;Schweiz;9010;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.41781143331585,9.37014874592278;"{""coordinates"": [9.37014874592278, 47.41781143331585], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Schneebergstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 7;Erweiterte Blaue Zone;7.0
47.41565770406844,9.363795945787464;"{""coordinates"": [9.363795945787464, 47.41565770406844], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Treuackerstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 6;Erweiterte Blaue Zone;6.0
47.404325982595964,9.314441698506123;"{""coordinates"": [9.314441698506123, 47.404325982595964], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Sturzeneggstrasse;St.Gallen;Schweiz;9015;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.40974072586443,9.336094363053782;"{""coordinates"": [9.336094363053782, 47.40974072586443], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Rittmeyerstrasse;St.Gallen;Schweiz;9014;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.40969019139124,9.335949653315456;"{""coordinates"": [9.335949653315456, 47.40969019139124], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Rittmeyerstrasse;St.Gallen;Schweiz;9014;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.43468869097664,9.383584295894032;"{""coordinates"": [9.383584295894032, 47.43468869097664], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Heinestrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.43428213683326,9.387042746921955;"{""coordinates"": [9.387042746921955, 47.43428213683326], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Aeplistrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.43311103354138,9.39527472150617;"{""coordinates"": [9.39527472150617, 47.43311103354138], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Helvetiastrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 7;Erweiterte Blaue Zone;7.0
47.421461943475784,9.370865450604581;"{""coordinates"": [9.370865450604581, 47.421461943475784], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Speerstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 1;Weiss (bewirtschaftet);1.0
47.4283131219527,9.379335470296915;"{""coordinates"": [9.379335470296915, 47.4283131219527], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Blumenaustrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.439760201999015,9.405273161331586;"{""coordinates"": [9.405273161331586, 47.439760201999015], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Stephanshornstrasse;St.Gallen;Schweiz;9016;Erweiterte Blaue Zone: 7;Erweiterte Blaue Zone;7.0
47.4373852867437,9.372743942617872;"{""coordinates"": [9.372743942617872, 47.4373852867437], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Primelweg;St.Gallen;Schweiz;9010;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.42291999350306,9.3738916661887;"{""coordinates"": [9.3738916661887, 47.42291999350306], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Seidenhofstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 1;Weiss (bewirtschaftet);1.0
47.40407601121159,9.30701128268832;"{""coordinates"": [9.30701128268832, 47.40407601121159], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Mövenstrasse;St.Gallen;Schweiz;9015;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.43626879193013,9.40849070126322;"{""coordinates"": [9.40849070126322, 47.43626879193013], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Fuchsenstrasse;St.Gallen;Schweiz;9016;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.41018838808305,9.332718929031659;"{""coordinates"": [9.332718929031659, 47.41018838808305], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Hungerbühlerstrasse;St.Gallen;Schweiz;9014;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.443279042460894,9.415352489186269;"{""coordinates"": [9.415352489186269, 47.443279042460894], ""type"": ""Point""}";Parkplätze, Parkhäuser;Jumbo Baumarkt (Parkgarage Lerchentalstr.);Rorschacher Strasse;St.Gallen;Schweiz;9016;Unterirdisch, Garage: 326;Unterirdisch, Garage;326.0
47.4235562605685,9.372449862752113;"{""coordinates"": [9.372449862752113, 47.4235562605685], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Schützengasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.40663458691259,9.305446464930611;"{""coordinates"": [9.305446464930611, 47.40663458691259], ""type"": ""Point""}";Parkplätze, Parkhäuser;Westcenter;Herisauer Strasse;St.Gallen;Schweiz;9015;Invalidenparkplatz: 8;Invalidenparkplatz;8.0
47.403689110307255,9.301661293182397;"{""coordinates"": [9.301661293182397, 47.403689110307255], ""type"": ""Point""}";Parkplätze, Parkhäuser;Bahnhof Winkeln Süd;Letzistrasse;St.Gallen;Schweiz;9015;Invalidenparkplatz: 1;Invalidenparkplatz;1.0
47.414369569748416,9.306590934023914;"{""coordinates"": [9.306590934023914, 47.414369569748416], ""type"": ""Point""}";Parkplätze, Parkhäuser;Gründenmoos;Gründenstrasse;St.Gallen;Schweiz;9015;Weiss (bewirtschaftet): 5;Weiss (bewirtschaftet);5.0
47.42901310690997,9.380739888824447;"{""coordinates"": [9.380739888824447, 47.42901310690997], ""type"": ""Point""}";Parkplätze, Parkhäuser;Parkplatz Spelterini;Sonnenstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 3;Weiss (bewirtschaftet);3.0
47.424838657774984,9.381402993784583;"{""coordinates"": [9.381402993784583, 47.424838657774984], ""type"": ""Point""}";Parkplätze, Parkhäuser;Lämmlisbrunnenstrasse Südseite;Lämmlisbrunnenstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 1;Weiss (bewirtschaftet);1.0
47.42744293424734,9.378446573493893;"{""coordinates"": [9.378446573493893, 47.42744293424734], ""type"": ""Point""}";Parkplätze, Parkhäuser;Parkgarage Brühltor (Cityparking);Torstrasse;St.Gallen;Schweiz;9000;Invalidenparkplatz: 4;Invalidenparkplatz;4.0
47.413484346801575,9.339897081359295;"{""coordinates"": [9.339897081359295, 47.413484346801575], ""type"": ""Point""}";Parkplätze, Parkhäuser;Lidl Lerchenfeld (Eröffnung	19. März 2009);Lerchenfeldstrasse;St.Gallen;Schweiz;9014;Kundenparkplatz: 2;Kundenparkplatz;2.0
47.41345786351595,9.339675216088828;"{""coordinates"": [9.339675216088828, 47.41345786351595], ""type"": ""Point""}";Parkplätze, Parkhäuser;Lidl Lerchenfeld (Eröffnung	19. März 2009);Lerchenfeldstrasse;St.Gallen;Schweiz;9014;Kundenparkplatz: 4;Kundenparkplatz;4.0
47.41323942863545,9.339035184638762;"{""coordinates"": [9.339035184638762, 47.41323942863545], ""type"": ""Point""}";Parkplätze, Parkhäuser;Lidl Lerchenfeld (Eröffnung	19. März 2009);Lerchenfeldstrasse;St.Gallen;Schweiz;9014;Kundenparkplatz: 1;Kundenparkplatz;1.0
47.41581694077379,9.366002618669595;"{""coordinates"": [9.366002618669595, 47.41581694077379], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Schneebergstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 6;Erweiterte Blaue Zone;6.0
47.427803204218606,9.377542529591267;"{""coordinates"": [9.377542529591267, 47.427803204218606], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Schwertgasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 6;Weiss (bewirtschaftet);6.0
47.43673137167361,9.393266765178991;"{""coordinates"": [9.393266765178991, 47.43673137167361], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Buchwaldstrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 6;Erweiterte Blaue Zone;6.0
47.40586610213938,9.334952349278558;"{""coordinates"": [9.334952349278558, 47.40586610213938], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Boppartshofstrasse;St.Gallen;Schweiz;9014;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.437406486678185,9.384856447653092;"{""coordinates"": [9.384856447653092, 47.437406486678185], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Lessingstrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.43799930329405,9.379208002751701;"{""coordinates"": [9.379208002751701, 47.43799930329405], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Tannenstrasse;St.Gallen;Schweiz;9010;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.426241106251354,9.407592320848314;"{""coordinates"": [9.407592320848314, 47.426241106251354], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Huebstrasse;St.Gallen;Schweiz;9011;Ohne Markierung: 1;Ohne Markierung;1.0
47.43288356448531,9.38228448776966;"{""coordinates"": [9.38228448776966, 47.43288356448531], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Dianastrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 6;Erweiterte Blaue Zone;6.0
47.43286309434013,9.400241203788621;"{""coordinates"": [9.400241203788621, 47.43286309434013], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Krontalstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 4;Erweiterte Blaue Zone;4.0
47.417556663288146,9.364815101310654;"{""coordinates"": [9.364815101310654, 47.417556663288146], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Schlosserstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.42878812370735,9.380952381233186;"{""coordinates"": [9.380952381233186, 47.42878812370735], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Notkerstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.420571161997316,9.365190126995024;"{""coordinates"": [9.365190126995024, 47.420571161997316], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Büchelstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 1;Weiss (bewirtschaftet);1.0
47.43420919241347,9.392541725271405;"{""coordinates"": [9.392541725271405, 47.43420919241347], ""type"": ""Point""}";Parkplätze, Parkhäuser;Bahnhof St. Fiden;Untere Lindentalstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 4;Weiss (bewirtschaftet);4.0
47.42018277563551,9.370784339146823;"{""coordinates"": [9.370784339146823, 47.42018277563551], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Teufener Strasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.42683026541291,9.38387951838785;"{""coordinates"": [9.38387951838785, 47.42683026541291], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Schwalbenstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.42866449098151,9.382427459181406;"{""coordinates"": [9.382427459181406, 47.42866449098151], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Museumstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.43895534787507,9.376368298570604;"{""coordinates"": [9.376368298570604, 47.43895534787507], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Dahlienstrasse;St.Gallen;Schweiz;9010;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.420711081942684,9.356388375705187;"{""coordinates"": [9.356388375705187, 47.420711081942684], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Metallstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.429861073234534,9.374296606520558;"{""coordinates"": [9.374296606520558, 47.429861073234534], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Dufourstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.408130341028205,9.330713848681892;"{""coordinates"": [9.330713848681892, 47.408130341028205], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Stationsstrasse;St.Gallen;Schweiz;9014;Erweiterte Blaue Zone: 5;Erweiterte Blaue Zone;5.0
47.4388155982268,9.39208658681206;"{""coordinates"": [9.39208658681206, 47.4388155982268], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Kolumbanstrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 5;Erweiterte Blaue Zone;5.0
47.42830125854853,9.387196873011094;"{""coordinates"": [9.387196873011094, 47.42830125854853], ""type"": ""Point""}";Parkplätze, Parkhäuser;Bürgerspital St. Gallen;Rorschacher Strasse;St.Gallen;Schweiz;9000;Kundenparkplatz: 2;Kundenparkplatz;2.0
47.42868290629765,9.38810433571355;"{""coordinates"": [9.38810433571355, 47.42868290629765], ""type"": ""Point""}";Parkplätze, Parkhäuser;Bürgerspital St. Gallen;Rorschacher Strasse;St.Gallen;Schweiz;9000;Kundenparkplatz: 3;Kundenparkplatz;3.0
47.41911584073632,9.370988795542935;"{""coordinates"": [9.370988795542935, 47.41911584073632], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Felsenstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.43606007635001,9.41356417260461;"{""coordinates"": [9.41356417260461, 47.43606007635001], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Reherstrasse;St.Gallen;Schweiz;9016;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.440404321739415,9.386496715279637;"{""coordinates"": [9.386496715279637, 47.440404321739415], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Goethestrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 4;Erweiterte Blaue Zone;4.0
47.41646402935598,9.363198119548121;"{""coordinates"": [9.363198119548121, 47.41646402935598], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Ruhbergstrasse;St.Gallen;Schweiz;9000;Güterumschlag: 1;Güterumschlag;1.0
47.41713087872569,9.359557310152955;"{""coordinates"": [9.359557310152955, 47.41713087872569], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Ilgenstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 6;Erweiterte Blaue Zone;6.0
47.43003815769602,9.388366455843377;"{""coordinates"": [9.388366455843377, 47.43003815769602], ""type"": ""Point""}";Parkplätze, Parkhäuser;Nordseite, Kantonsspital-Areal: Besucher;Rorschacher Strasse;St.Gallen;Schweiz;9000;Kundenparkplatz: 1;Kundenparkplatz;1.0
47.42730900262486,9.383594597324777;"{""coordinates"": [9.383594597324777, 47.42730900262486], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Rorschacher Strasse;St.Gallen;Schweiz;9000;Güterumschlag: 6;Güterumschlag;6.0
47.43378646942357,9.39210641617967;"{""coordinates"": [9.39210641617967, 47.43378646942357], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Lindentalstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 7;Weiss (bewirtschaftet);7.0
47.43179098595252,9.3873250632389;"{""coordinates"": [9.3873250632389, 47.43179098595252], ""type"": ""Point""}";Parkplätze, Parkhäuser;Parkhaus Kantonsspital-Böschenmühle;Aeussere Schellenstrasse;St.Gallen;Schweiz;9000;Invalidenparkplatz: 3;Invalidenparkplatz;3.0
47.410955073275815,9.366355291967611;"{""coordinates"": [9.366355291967611, 47.410955073275815], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Im Grund;St.Gallen;Schweiz;9012;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.432572422834895,9.39929019005719;"{""coordinates"": [9.39929019005719, 47.432572422834895], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Röschstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.42307544394589,9.381505678521822;"{""coordinates"": [9.381505678521822, 47.42307544394589], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Wildeggstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 6;Erweiterte Blaue Zone;6.0
47.420156033562726,9.355104987216551;"{""coordinates"": [9.355104987216551, 47.420156033562726], ""type"": ""Point""}";Parkplätze, Parkhäuser;Bei Metallstrasse 16;Gerbestrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.418054203471584,9.365431645936775;"{""coordinates"": [9.365431645936775, 47.418054203471584], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Unterstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.41444717680763,9.388077857930421;"{""coordinates"": [9.388077857930421, 47.41444717680763], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Herbrigstrasse;St.Gallen;Schweiz;9011;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.42388998359842,9.381897983646525;"{""coordinates"": [9.381897983646525, 47.42388998359842], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Rotachstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.412399936017145,9.305213766804625;"{""coordinates"": [9.305213766804625, 47.412399936017145], ""type"": ""Point""}";Parkplätze, Parkhäuser;Gründenmoos;Gründenstrasse;St.Gallen;Schweiz;9015;Weiss (bewirtschaftet): 13;Weiss (bewirtschaftet);13.0
47.427362098883805,9.39270447280603;"{""coordinates"": [9.39270447280603, 47.427362098883805], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Birnbäumenstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.412348602703986,9.333963024998166;"{""coordinates"": [9.333963024998166, 47.412348602703986], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Ullmannstrasse;St.Gallen;Schweiz;9014;Erweiterte Blaue Zone: 4;Erweiterte Blaue Zone;4.0
47.41087607207888,9.34050091580132;"{""coordinates"": [9.34050091580132, 47.41087607207888], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Moosstrasse;St.Gallen;Schweiz;9014;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.41829370203751,9.352799231542457;"{""coordinates"": [9.352799231542457, 47.41829370203751], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Zentralstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 5;Erweiterte Blaue Zone;5.0
47.42284619177635,9.378361655157184;"{""coordinates"": [9.378361655157184, 47.42284619177635], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Moosbruggstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 1;Weiss (bewirtschaftet);1.0
47.41644818707624,9.36246414523251;"{""coordinates"": [9.36246414523251, 47.41644818707624], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Oberstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.416770259957836,9.381262044579904;"{""coordinates"": [9.381262044579904, 47.416770259957836], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Wiesenstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.43525411982057,9.399229117732377;"{""coordinates"": [9.399229117732377, 47.43525411982057], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Lindenstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 8;Erweiterte Blaue Zone;8.0
47.431734378730056,9.393949942638526;"{""coordinates"": [9.393949942638526, 47.431734378730056], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Oststrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 6;Erweiterte Blaue Zone;6.0
47.44035806917173,9.381357644755266;"{""coordinates"": [9.381357644755266, 47.44035806917173], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Lienertstrasse;St.Gallen;Schweiz;9010;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.42949028109066,9.394647702641887;"{""coordinates"": [9.394647702641887, 47.42949028109066], ""type"": ""Point""}";Parkplätze, Parkhäuser;Kinderspital;Claudiusstrasse;St.Gallen;Schweiz;9000;Kundenparkplatz: 8;Kundenparkplatz;8.0
47.40856547736455,9.364203632301335;"{""coordinates"": [9.364203632301335, 47.40856547736455], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Oberhofstettenstrasse;St.Gallen;Schweiz;9012;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.41603811530288,9.363348517478586;"{""coordinates"": [9.363348517478586, 47.41603811530288], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Tschudistrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 5;Erweiterte Blaue Zone;5.0
47.416887088502385,9.365020329830358;"{""coordinates"": [9.365020329830358, 47.416887088502385], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Tschudistrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.413667674366174,9.312782233075634;"{""coordinates"": [9.312782233075634, 47.413667674366174], ""type"": ""Point""}";Parkplätze, Parkhäuser;Interio;Gaiserwaldstrasse;St.Gallen;Schweiz;9015;Kundenparkplatz: 24;Kundenparkplatz;24.0
47.43251610260833,9.393249771952089;"{""coordinates"": [9.393249771952089, 47.43251610260833], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Schlösslistrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 1;Weiss (bewirtschaftet);1.0
47.409455354095485,9.363282520437977;"{""coordinates"": [9.363282520437977, 47.409455354095485], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Guggerstrasse;St.Gallen;Schweiz;9012;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.438838329297404,9.383702339073368;"{""coordinates"": [9.383702339073368, 47.438838329297404], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Gerhaldenstrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 5;Erweiterte Blaue Zone;5.0
47.4287212079043,9.380532187690909;"{""coordinates"": [9.380532187690909, 47.4287212079043], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Ekkehardstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
