Geo Point;Geo Shape;Kategorie;Bezeichnung;Adresse;Ort;Land;PLZ;Information;Parkplatzart;Anzahl_Parkplätze
47.43238347744685,9.389651940663306;"{""coordinates"": [9.389651940663306, 47.43238347744685], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Lindenstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.41751508104631,9.366327293051361;"{""coordinates"": [9.366327293051361, 47.41751508104631], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Tschudistrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 5;Erweiterte Blaue Zone;5.0
47.414606907726856,9.310959247055857;"{""coordinates"": [9.310959247055857, 47.414606907726856], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Bildstrasse;St.Gallen;Schweiz;9015;Kundenparkplatz: 15;Kundenparkplatz;15.0
47.40560221580993,9.311107704967382;"{""coordinates"": [9.311107704967382, 47.40560221580993], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Kräzernstrasse;St.Gallen;Schweiz;9015;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.43740789089671,9.405595256666953;"{""coordinates"": [9.405595256666953, 47.43740789089671], ""type"": ""Point""}";Parkplätze, Parkhäuser;Post Neudorf;Rorschacher Strasse;St.Gallen;Schweiz;9016;Invalidenparkplatz: 1;Invalidenparkplatz;1.0
47.43340804607246,9.40506642501862;"{""coordinates"": [9.40506642501862, 47.43340804607246], ""type"": ""Point""}";Parkplätze, Parkhäuser;Paul Grüninger Stadion;Grütlistrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 6;Weiss (bewirtschaftet);6.0
47.42293929467926,9.373314667447087;"{""coordinates"": [9.373314667447087, 47.42293929467926], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Sonnengartenstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.43121127711191,9.398352800899417;"{""coordinates"": [9.398352800899417, 47.43121127711191], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Hagenbuchstrasse;St.Gallen;Schweiz;9000;Güterumschlag: 1;Güterumschlag;1.0
47.430934335379845,9.398260334005842;"{""coordinates"": [9.398260334005842, 47.430934335379845], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Rappensteinstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 4;Erweiterte Blaue Zone;4.0
47.44033086709248,9.380209243306062;"{""coordinates"": [9.380209243306062, 47.44033086709248], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Kirchlistrasse;St.Gallen;Schweiz;9010;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.43641302481708,9.394551856963272;"{""coordinates"": [9.394551856963272, 47.43641302481708], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Spinnereistrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 10;Erweiterte Blaue Zone;10.0
47.43103622645138,9.398953797027229;"{""coordinates"": [9.398953797027229, 47.43103622645138], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Rappensteinstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 6;Erweiterte Blaue Zone;6.0
47.436524876829914,9.373883006514932;"{""coordinates"": [9.373883006514932, 47.436524876829914], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Glärnischstrasse;St.Gallen;Schweiz;9010;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.42379932854468,9.384084331084454;"{""coordinates"": [9.384084331084454, 47.42379932854468], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Wildeggstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 6;Erweiterte Blaue Zone;6.0
47.43207449725988,9.37730157694125;"{""coordinates"": [9.37730157694125, 47.43207449725988], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Dufourstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.40662336151535,9.303284528893139;"{""coordinates"": [9.303284528893139, 47.40662336151535], ""type"": ""Point""}";Parkplätze, Parkhäuser;Parkanlage Kunklerstrasse (Amstrong AG);Kunklerstrasse;St.Gallen;Schweiz;9015;Weiss (bewirtschaftet): 34;Weiss (bewirtschaftet);34.0
47.41114617853939,9.347514777236608;"{""coordinates"": [9.347514777236608, 47.41114617853939], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Oberstrasse;St.Gallen;Schweiz;9014;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.40324494056311,9.300516899907079;"{""coordinates"": [9.300516899907079, 47.40324494056311], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Kreuzbühlstrasse;St.Gallen;Schweiz;9015;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.40021966124829,9.29899753232908;"{""coordinates"": [9.29899753232908, 47.40021966124829], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Quimbystrasse;St.Gallen;Schweiz;9015;Erweiterte Blaue Zone: 5;Erweiterte Blaue Zone;5.0
47.4300046609751,9.374482350900655;"{""coordinates"": [9.374482350900655, 47.4300046609751], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Dufourstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 1;Weiss (bewirtschaftet);1.0
47.41774816672299,9.349021653575429;"{""coordinates"": [9.349021653575429, 47.41774816672299], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Leuenbergerstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 8;Erweiterte Blaue Zone;8.0
47.44660069370156,9.41411716412824;"{""coordinates"": [9.41411716412824, 47.44660069370156], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Brauerstrasse;St.Gallen;Schweiz;9016;Erweiterte Blaue Zone: 6;Erweiterte Blaue Zone;6.0
47.423820949951484,9.37233089208468;"{""coordinates"": [9.37233089208468, 47.423820949951484], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Schützengasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.42747210576903,9.391198298111519;"{""coordinates"": [9.391198298111519, 47.42747210576903], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Flurhofstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.416558944419435,9.380650724753345;"{""coordinates"": [9.380650724753345, 47.416558944419435], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Ringelbergstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.43207842881196,9.388366251406005;"{""coordinates"": [9.388366251406005, 47.43207842881196], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Lindenstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.44647947081388,9.417787401842922;"{""coordinates"": [9.417787401842922, 47.44647947081388], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Lerchentalstrasse;St.Gallen;Schweiz;9016;Kundenparkplatz: 12;Kundenparkplatz;12.0
47.432077451070384,9.394342715487472;"{""coordinates"": [9.394342715487472, 47.432077451070384], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Oststrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 4;Erweiterte Blaue Zone;4.0
47.43264767818382,9.372409144883019;"{""coordinates"": [9.372409144883019, 47.43264767818382], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Gatterstrasse;St.Gallen;Schweiz;9010;Erweiterte Blaue Zone: 4;Erweiterte Blaue Zone;4.0
47.41728657391861,9.347529121648845;"{""coordinates"": [9.347529121648845, 47.41728657391861], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Schönauweg;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 5;Erweiterte Blaue Zone;5.0
47.40807203120009,9.312277248394553;"{""coordinates"": [9.312277248394553, 47.40807203120009], ""type"": ""Point""}";Parkplätze, Parkhäuser;Samen Höhener;Breitfeldstrasse;St.Gallen;Schweiz;9015;Kundenparkplatz: 8;Kundenparkplatz;8.0
47.41281723687224,9.31130973222742;"{""coordinates"": [9.31130973222742, 47.41281723687224], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Bildstrasse;St.Gallen;Schweiz;9015;Kundenparkplatz: 9;Kundenparkplatz;9.0
47.417170415299964,9.38469730297638;"{""coordinates"": [9.38469730297638, 47.417170415299964], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Biserhofstrasse;St.Gallen;Schweiz;9011;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.42145222566113,9.355764875781269;"{""coordinates"": [9.355764875781269, 47.42145222566113], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Stahlstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.43060807436034,9.399547599539837;"{""coordinates"": [9.399547599539837, 47.43060807436034], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Flurhofstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 5;Erweiterte Blaue Zone;5.0
47.429859318096746,9.388525057257432;"{""coordinates"": [9.388525057257432, 47.429859318096746], ""type"": ""Point""}";Parkplätze, Parkhäuser;Nordseite, Kantonsspital-Areal: Besucher;Rorschacher Strasse;St.Gallen;Schweiz;9000;Kundenparkplatz: 9;Kundenparkplatz;9.0
47.44544362846517,9.404338714284178;"{""coordinates"": [9.404338714284178, 47.44544362846517], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Kesselhaldenstrasse;St.Gallen;Schweiz;9016;Weisse Zone (nicht bewirtschaftet): 6;Weisse Zone (nicht bewirtschaftet);6.0
47.433710658390545,9.380618779190877;"{""coordinates"": [9.380618779190877, 47.433710658390545], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Goethestrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 6;Erweiterte Blaue Zone;6.0
47.43162473489232,9.376599431246863;"{""coordinates"": [9.376599431246863, 47.43162473489232], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Curtistrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 1;Weiss (bewirtschaftet);1.0
47.440194958781895,9.397180009130814;"{""coordinates"": [9.397180009130814, 47.440194958781895], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Espentobelstrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.421919714415296,9.37876322722717;"{""coordinates"": [9.37876322722717, 47.421919714415296], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Felsenstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.43328934302014,9.401220889313954;"{""coordinates"": [9.401220889313954, 47.43328934302014], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Bruggstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 1;Weiss (bewirtschaftet);1.0
47.4314388802684,9.398253101448093;"{""coordinates"": [9.398253101448093, 47.4314388802684], ""type"": ""Point""}";Parkplätze, Parkhäuser;Bei Falkensteinstrasse 3b;Hagenbuchstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.424407385214856,9.383276203996257;"{""coordinates"": [9.383276203996257, 47.424407385214856], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Speicherstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 4;Erweiterte Blaue Zone;4.0
47.42044528411248,9.355885589556609;"{""coordinates"": [9.355885589556609, 47.42044528411248], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Metallstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.42073852381811,9.367917862389625;"{""coordinates"": [9.367917862389625, 47.42073852381811], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Pestalozzistrasse;St.Gallen;Schweiz;9000;Kundenparkplatz: 3;Kundenparkplatz;3.0
47.411437908770175,9.339097360352332;"{""coordinates"": [9.339097360352332, 47.411437908770175], ""type"": ""Point""}";Parkplätze, Parkhäuser;Otto's;Fürstenlandstrasse;St.Gallen;Schweiz;9014;Kundenparkplatz: 8;Kundenparkplatz;8.0
47.43527929177558,9.417973514763183;"{""coordinates"": [9.417973514763183, 47.43527929177558], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Vogelherdstrasse;St.Gallen;Schweiz;9016;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.426582376410416,9.394115031204578;"{""coordinates"": [9.394115031204578, 47.426582376410416], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Meienbergstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.41257961606853,9.342009120915012;"{""coordinates"": [9.342009120915012, 47.41257961606853], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Mingerstrasse;St.Gallen;Schweiz;9014;Erweiterte Blaue Zone: 8;Erweiterte Blaue Zone;8.0
47.42194004890541,9.34747556300973;"{""coordinates"": [9.34747556300973, 47.42194004890541], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Zwyssigstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 4;Erweiterte Blaue Zone;4.0
47.40508207536418,9.300018962008078;"{""coordinates"": [9.300018962008078, 47.40508207536418], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Industriestrasse;St.Gallen;Schweiz;9015;Weiss (bewirtschaftet): 1;Weiss (bewirtschaftet);1.0
47.42665793534196,9.374081848044337;"{""coordinates"": [9.374081848044337, 47.42665793534196], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Unterer Graben;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.4316056357151,9.38813706326446;"{""coordinates"": [9.38813706326446, 47.4316056357151], ""type"": ""Point""}";Parkplätze, Parkhäuser;KSSG Haus Nr. 6;Spitalstrasse;St.Gallen;Schweiz;9000;Kundenparkplatz: 11;Kundenparkplatz;11.0
47.428302642034915,9.37584851201769;"{""coordinates"": [9.37584851201769, 47.428302642034915], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Unterer Graben;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.4221251597513,9.355223629255082;"{""coordinates"": [9.355223629255082, 47.4221251597513], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Gerbestrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.422095187648786,9.35257736055545;"{""coordinates"": [9.35257736055545, 47.422095187648786], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Rosenfeldweg;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.43294160042593,9.381188170288016;"{""coordinates"": [9.381188170288016, 47.43294160042593], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Heinestrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 6;Erweiterte Blaue Zone;6.0
47.401396078328105,9.294547407168993;"{""coordinates"": [9.294547407168993, 47.401396078328105], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Geigerstrasse;St.Gallen;Schweiz;9015;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.43118477366423,9.40113959054302;"{""coordinates"": [9.40113959054302, 47.43118477366423], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Röschstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 4;Erweiterte Blaue Zone;4.0
47.42843867266833,9.379070246721723;"{""coordinates"": [9.379070246721723, 47.42843867266833], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Blumenaustrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.42847361985813,9.3844153799383;"{""coordinates"": [9.3844153799383, 47.42847361985813], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Volksbadstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.40441978337209,9.308788586801382;"{""coordinates"": [9.308788586801382, 47.40441978337209], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Mövenstrasse;St.Gallen;Schweiz;9015;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.419211232234304,9.382084310576516;"{""coordinates"": [9.382084310576516, 47.419211232234304], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Bitzistrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.43859455370813,9.392036063346938;"{""coordinates"": [9.392036063346938, 47.43859455370813], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Kolumbanstrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 8;Erweiterte Blaue Zone;8.0
47.44822304811061,9.396321065837354;"{""coordinates"": [9.396321065837354, 47.44822304811061], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Bruggwaldstrasse;St.Gallen;Schweiz;9008;Weisse Zone (nicht bewirtschaftet): 3;Weisse Zone (nicht bewirtschaftet);3.0
47.42897363766301,9.391922755731382;"{""coordinates"": [9.391922755731382, 47.42897363766301], ""type"": ""Point""}";Parkplätze, Parkhäuser;bei Scheibenackerweg 1;Bedastrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.429135036765445,9.388678601155922;"{""coordinates"": [9.388678601155922, 47.429135036765445], ""type"": ""Point""}";Parkplätze, Parkhäuser;Bürgerspital St. Gallen;Rorschacher Strasse;St.Gallen;Schweiz;9000;Kundenparkplatz: 4;Kundenparkplatz;4.0
47.428462388848935,9.385772024447686;"{""coordinates"": [9.385772024447686, 47.428462388848935], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Blarerstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.424454752229316,9.38367848373039;"{""coordinates"": [9.38367848373039, 47.424454752229316], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Speicherstrasse;St.Gallen;Schweiz;9000;Güterumschlag: 1;Güterumschlag;1.0
47.436416844078835,9.379725198801722;"{""coordinates"": [9.379725198801722, 47.436416844078835], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Peter-und-Paul-Strasse;St.Gallen;Schweiz;9010;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.428188086227394,9.37491309252486;"{""coordinates"": [9.37491309252486, 47.428188086227394], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Müller-Friedberg-Strasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.426984560224014,9.3737501145931;"{""coordinates"": [9.3737501145931, 47.426984560224014], ""type"": ""Point""}";Parkplätze, Parkhäuser;Grabenhalle West;Unterer Graben;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 3;Weiss (bewirtschaftet);3.0
47.422285455616674,9.379753790637674;"{""coordinates"": [9.379753790637674, 47.422285455616674], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Felsenstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.44312151172235,9.382199597823096;"{""coordinates"": [9.382199597823096, 47.44312151172235], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Kirchlistrasse;St.Gallen;Schweiz;9010;Erweiterte Blaue Zone: 5;Erweiterte Blaue Zone;5.0
47.42806405399884,9.371062618022696;"{""coordinates"": [9.371062618022696, 47.42806405399884], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Tigerbergstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 5;Erweiterte Blaue Zone;5.0
47.406421957002856,9.339248349383558;"{""coordinates"": [9.339248349383558, 47.406421957002856], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Bernhardswiesstrasse;St.Gallen;Schweiz;9014;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.4317432671471,9.400175170380937;"{""coordinates"": [9.400175170380937, 47.4317432671471], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Röschstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.41345413237914,9.339489680426194;"{""coordinates"": [9.339489680426194, 47.41345413237914], ""type"": ""Point""}";Parkplätze, Parkhäuser;Lidl Lerchenfeld (Eröffnung	19. März 2009);Lerchenfeldstrasse;St.Gallen;Schweiz;9014;Kundenparkplatz: 4;Kundenparkplatz;4.0
47.41360078193711,9.33938017273985;"{""coordinates"": [9.33938017273985, 47.41360078193711], ""type"": ""Point""}";Parkplätze, Parkhäuser;Lidl Lerchenfeld (Eröffnung	19. März 2009);Lerchenfeldstrasse;St.Gallen;Schweiz;9014;Kundenparkplatz: 4;Kundenparkplatz;4.0
47.43091575170176,9.38199418463662;"{""coordinates"": [9.38199418463662, 47.43091575170176], ""type"": ""Point""}";Parkplätze, Parkhäuser;Parkplatz Olma Messen St. Gallen;Jägerstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 28;Weiss (bewirtschaftet);28.0
47.433389086984064,9.400542012142896;"{""coordinates"": [9.400542012142896, 47.433389086984064], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Scheidwegstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 7;Erweiterte Blaue Zone;7.0
47.42812862428049,9.381209539189033;"{""coordinates"": [9.381209539189033, 47.42812862428049], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Ekkehardstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.41530341139481,9.313242216119994;"{""coordinates"": [9.313242216119994, 47.41530341139481], ""type"": ""Point""}";Parkplätze, Parkhäuser;Obi (Eröffnung 24. September 2008);Gaiserwaldstrasse;St.Gallen;Schweiz;9015;Unterirdisch, Garage: 234;Unterirdisch, Garage;234.0
47.43266892463079,9.391872497982838;"{""coordinates"": [9.391872497982838, 47.43266892463079], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Lindenstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
