Geo Point;Geo Shape;Wärmeversorgung
47.42220403053125,9.378602244184655;"{""coordinates"": [[[9.380731934595435, 47.42272026461991], [9.380265925599721, 47.42246768096851], [9.379525446703957, 47.422204203987235], [9.378612798177974, 47.42185370713366], [9.37812580149743, 47.42165621329321], [9.378038788319484, 47.4215798417898], [9.377891958818976, 47.4215761250172], [9.377687127167205, 47.421522027247185], [9.377661887565473, 47.42158135318413], [9.377466830685567, 47.421618733008785], [9.377248043711859, 47.421631697256345], [9.376913783045824, 47.42160940494933], [9.376514697629343, 47.42156339443236], [9.376277429454593, 47.421570476921225], [9.376109205032758, 47.4215919029504], [9.375794102925278, 47.421594081533975], [9.37607995656287, 47.42166678830447], [9.376512125127263, 47.42174324871601], [9.376655998350238, 47.421805937229955], [9.376824517185117, 47.421917820878335], [9.376906060914592, 47.42202495528372], [9.377020703935177, 47.421911426380305], [9.377077912459278, 47.42185156435971], [9.377210402039806, 47.421852445809385], [9.377460128805275, 47.421811054313544], [9.37755424373209, 47.42188697420155], [9.377537016498923, 47.42191516249618], [9.377633319424692, 47.42192595334924], [9.377468097812468, 47.42215503239169], [9.377759882204206, 47.42226484657871], [9.37807448119259, 47.422374268163686], [9.378426962264344, 47.422520255051964], [9.37875695737906, 47.422675930143185], [9.379064857388723, 47.4227265591202], [9.379342649320366, 47.42270329787226], [9.379656476553773, 47.4227910277647], [9.379795121050323, 47.4228352037684], [9.380120501945317, 47.42286384489579], [9.38069519262632, 47.42287482741018], [9.380731934595435, 47.42272026461991]]], ""type"": ""Polygon""}";Wärmeverbunde
47.43636593057649,9.392404963755762;"{""coordinates"": [[[9.393319454822032, 47.437595084079724], [9.393921471770309, 47.43719119109182], [9.393710167386926, 47.43703665432363], [9.393994456933122, 47.436814832464556], [9.39326808147425, 47.43632177281214], [9.392476214113008, 47.435786414918155], [9.392871786435078, 47.43560921940771], [9.39225191542133, 47.43544560832709], [9.391381491632302, 47.435215862573706], [9.391186699432605, 47.43551057033715], [9.390958943985598, 47.43565392256366], [9.390653659206956, 47.435801678508284], [9.391011594983201, 47.43621726200134], [9.391105665783478, 47.436166064443476], [9.3913451600171, 47.43634183903391], [9.391568288411511, 47.436212905271375], [9.391906193026278, 47.436403651236546], [9.392348762226677, 47.43670889366192], [9.392141764510164, 47.436864735802594], [9.392069435313617, 47.436825859141194], [9.391897123832067, 47.43696107865391], [9.392384939584689, 47.43733488615917], [9.392605303875776, 47.437185520340066], [9.392736572688476, 47.43727631083836], [9.392798907657191, 47.43723185623562], [9.393319454822032, 47.437595084079724]]], ""type"": ""Polygon""}";Fernwärme Endausbaupotential
47.433485296955546,9.394874394819166;"{""coordinates"": [[[9.394173688707545, 47.434314127001215], [9.39428129836913, 47.434139728466015], [9.394652273046688, 47.434210815394486], [9.394818391996528, 47.4339580621026], [9.395253116680538, 47.43401577846115], [9.395039272464409, 47.433625290150026], [9.395268069702508, 47.43354578062686], [9.396029969076475, 47.4337701194069], [9.396334716572294, 47.43329380987601], [9.3965052124636, 47.433027331503745], [9.396193689984857, 47.43300469955937], [9.396018459275737, 47.432961162279945], [9.395128661608197, 47.432743702914], [9.395230453212369, 47.433003752935434], [9.394846747320582, 47.43305467411213], [9.394247051375332, 47.43287332359255], [9.394073197684964, 47.432990975043886], [9.393956740603791, 47.433178946477994], [9.3940123307085, 47.433199715518356], [9.393831020896103, 47.43348799237893], [9.39371845073282, 47.433657301233815], [9.393602687264258, 47.43386386601523], [9.393464305667614, 47.43407702101085], [9.394173688707545, 47.434314127001215]]], ""type"": ""Polygon""}";Fernwärme Erweiterung
47.420647744735255,9.35846345176309;"{""coordinates"": [[[9.35921038779771, 47.420412464863844], [9.35795731507817, 47.41996346160473], [9.357953701076829, 47.41996690442974], [9.35794408936891, 47.41997606087869], [9.357904322386148, 47.42001394115405], [9.357261189931712, 47.419785917639125], [9.35714420586286, 47.41987817881626], [9.357019732729832, 47.41997634913731], [9.357106364134411, 47.42003385800928], [9.356731693743228, 47.42035074620063], [9.35652413729973, 47.42054733446673], [9.356641495924519, 47.420608877100726], [9.357516234045104, 47.42102819022654], [9.358021730921333, 47.42109518860275], [9.358470752984344, 47.42115469301869], [9.3597474098029, 47.421217164974486], [9.360226840665307, 47.42121229772565], [9.360629025535626, 47.421218006960984], [9.360625272273724, 47.42073444572996], [9.359697417349773, 47.420648470983885], [9.359575731516323, 47.420637196532105], [9.35957954493294, 47.420604384751556], [9.359586187484801, 47.42054711759404], [9.35921038779771, 47.420412464863844]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
47.42587212518428,9.376550168244247;"{""coordinates"": [[[9.376880892588996, 47.425755543223346], [9.376330668249178, 47.425667990755045], [9.37622687467898, 47.42600624883192], [9.376732806991974, 47.426068615713305], [9.376877045988307, 47.425840313021446], [9.376880892588996, 47.425755543223346]]], ""type"": ""Polygon""}";Fernwärme Ausbau 2020 bis 2025
47.41873497872202,9.367553384351647;"{""coordinates"": [[[9.367736682127676, 47.41844957474658], [9.367216261430082, 47.418240718055145], [9.366641137733462, 47.41859431837876], [9.367424649454508, 47.41904006377402], [9.367976176939173, 47.41926026708832], [9.368395830495878, 47.4188011595587], [9.367736682127676, 47.41844957474658]]], ""type"": ""Polygon""}";Fernwärme Erweiterung
47.4202900339641,9.346694398769046;"{""coordinates"": [[[9.347037992951364, 47.42063552001965], [9.347192087868185, 47.420381749157954], [9.34745636622224, 47.42042600269039], [9.347822717352706, 47.420430764845975], [9.348028326171312, 47.42039224433731], [9.34799812771047, 47.42036041787441], [9.347523647804858, 47.41986028948476], [9.346958385038059, 47.420080339067255], [9.346813129835356, 47.42024753164527], [9.346341751246666, 47.419755552432036], [9.345583524920789, 47.42017293997415], [9.346133628152664, 47.42072339728039], [9.346335728298405, 47.42080921017269], [9.347037992951364, 47.42063552001965]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
47.417140139628486,9.348514042936326;"{""coordinates"": [[[9.348692343972584, 47.417570333347285], [9.34887844594567, 47.41738525194478], [9.349244258616695, 47.41753845621199], [9.349453306886707, 47.41733169003828], [9.348697269159342, 47.41700716984252], [9.348857232728486, 47.4167940816111], [9.3481935784564, 47.41651497624048], [9.348009950422584, 47.416768274366234], [9.347924353806413, 47.41695169377107], [9.347938421098302, 47.417110713489244], [9.34801339025102, 47.41733129954437], [9.348412283455763, 47.417705784594055], [9.348692343972584, 47.417570333347285]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
47.42079124418858,9.364631134896504;"{""coordinates"": [[[9.365415149500889, 47.420682112653054], [9.365242809228791, 47.42056531024595], [9.364642879687242, 47.42046849140306], [9.364562342607323, 47.42053167784651], [9.364362819375794, 47.42045488622943], [9.36426856776753, 47.42059701421854], [9.364158417013849, 47.420586200134174], [9.364095137247824, 47.420668774736654], [9.363959414558414, 47.42066013192188], [9.36397185051455, 47.42076096804219], [9.364059589577685, 47.42085947888732], [9.364261793579702, 47.420922767118256], [9.36412790753796, 47.42110197452345], [9.364570337028294, 47.42119888401703], [9.365415149500889, 47.420682112653054]]], ""type"": ""Polygon""}";Fernwärme Erweiterung
47.41767031419615,9.360788116842294;"{""coordinates"": [[[9.361242763011738, 47.417638300936446], [9.360715158597605, 47.41741088457127], [9.360395006015258, 47.41760658222471], [9.360651904404067, 47.417950180588456], [9.360947271811014, 47.41782498882908], [9.361140088643786, 47.417753935989936], [9.361242763011738, 47.417638300936446]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
47.42423766284019,9.359685124709312;"{""coordinates"": [[[9.360203179323028, 47.424226027472386], [9.35931675279685, 47.42371373930022], [9.359264033719336, 47.42434867392531], [9.35995872823987, 47.42471794325365], [9.360203179323028, 47.424226027472386]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
47.42264041042902,9.366073192118163;"{""coordinates"": [[[9.366081202312989, 47.422471324198135], [9.366048815154182, 47.42237975488935], [9.36591651069584, 47.422474070914106], [9.365769822447495, 47.42270679083652], [9.366153622794346, 47.4228648699032], [9.366405914976102, 47.4226040722009], [9.366081202312989, 47.422471324198135]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
47.42566814967659,9.371536135978534;"{""coordinates"": [[[9.372010913838697, 47.42612241396247], [9.372261055989117, 47.4258024223577], [9.372389558767072, 47.42580387102527], [9.371814786750953, 47.42542569642812], [9.371390639291102, 47.4251549144231], [9.37080785499552, 47.42556356967066], [9.370706529238834, 47.425710004605705], [9.371668692308312, 47.42604260557463], [9.372010913838697, 47.42612241396247]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
47.43930667224917,9.408493217347708;"{""coordinates"": [[[9.408883508166454, 47.43918536457485], [9.408232017156513, 47.438781943772106], [9.40756106774741, 47.439094148827635], [9.408062259841513, 47.439410183111484], [9.408878325118499, 47.43985942827819], [9.409375758685165, 47.43946704260277], [9.408883508166454, 47.43918536457485]]], ""type"": ""Polygon""}";Fernwärme Endausbaupotential
47.423627946877076,9.372167780305446;"{""coordinates"": [[[9.372849505823256, 47.4235252018297], [9.372570803319398, 47.42327255652393], [9.371968135867846, 47.42298079642965], [9.37177103896498, 47.423198776124146], [9.371865386827464, 47.423314849505495], [9.371671263114848, 47.42350632854418], [9.37153840221813, 47.423475613380084], [9.371437133119468, 47.42362015887105], [9.371721807760654, 47.423731456612906], [9.371635170468918, 47.42381822275825], [9.372090711128918, 47.423999508909304], [9.37187615110423, 47.42427003443066], [9.372145220043482, 47.4243833376196], [9.372849505823256, 47.4235252018297]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
47.403263298310975,9.303724745203148;"{""coordinates"": [[[9.305002837160325, 47.403740556381955], [9.30471695108596, 47.40325927140362], [9.304669911217147, 47.40326993661341], [9.304646247915455, 47.40322958173787], [9.304628551077734, 47.40319915281937], [9.304492532302714, 47.40296525811904], [9.304486528726295, 47.402955026861555], [9.304182550562114, 47.40243667845268], [9.302598562983484, 47.402615272013456], [9.30256422875929, 47.403095674245215], [9.302916449443787, 47.40354038380727], [9.30306682504506, 47.403510418115104], [9.303473189952282, 47.40422428827176], [9.305002837160325, 47.403740556381955]]], ""type"": ""Polygon""}";Anergie Ergänzungsgebiet
47.421786802054925,9.348677428189276;"{""coordinates"": [[[9.348674809791609, 47.42131456272777], [9.347994787049196, 47.4212329446009], [9.34851811670249, 47.42212055564559], [9.348319456786811, 47.422405410713154], [9.349028714605504, 47.42231534421977], [9.349239706425898, 47.42160746238257], [9.348674809791609, 47.42131456272777]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
47.443345548098534,9.382242815349809;"{""coordinates"": [[[9.384068972751315, 47.44361049536629], [9.383569332914494, 47.44340475096724], [9.383482783815996, 47.44336548741876], [9.383250839738153, 47.44351363496044], [9.383211871572149, 47.44353780808297], [9.383153180329325, 47.44348279912712], [9.383036235466026, 47.4433731336411], [9.383033337523598, 47.44337548556419], [9.383005720259714, 47.44335898206635], [9.38300321806368, 47.443360913479644], [9.383001941470907, 47.44335319769372], [9.382980288411709, 47.443222280414815], [9.382971037434647, 47.44316110474633], [9.38295352157629, 47.44300767083355], [9.38294567962815, 47.442990132984676], [9.38212027801202, 47.44300909494793], [9.381715745584758, 47.44268882488634], [9.380891949806179, 47.442133323059245], [9.380715343715567, 47.44244822728921], [9.380365763087383, 47.44224343017465], [9.380030524055213, 47.44216920473838], [9.38038780476839, 47.44262938276784], [9.381361066228491, 47.44312180106674], [9.381244770819288, 47.44335997539404], [9.381924790762872, 47.44364532446269], [9.38238706510203, 47.444079701179675], [9.382979202958998, 47.444402868848385], [9.383580184446147, 47.444235279856514], [9.383807514037454, 47.443976449639], [9.383964845765817, 47.44375317358739], [9.384068972751315, 47.44361049536629]]], ""type"": ""Polygon""}";Wärmepumpen Erdsonde
47.428473896216445,9.390759042275716;"{""coordinates"": [[[9.391614312714871, 47.42836283835532], [9.391346159281158, 47.42826789978627], [9.391299144115164, 47.42831842886349], [9.390116138707919, 47.42792668588306], [9.389906921304616, 47.428217587493556], [9.38954995791771, 47.42812883154443], [9.389623388244145, 47.42836051205388], [9.390342672774462, 47.428663393386735], [9.390429046347933, 47.42868681114111], [9.390642787606126, 47.42874123122791], [9.391529662687883, 47.42905230489031], [9.391671896711614, 47.42887563198806], [9.391809282625381, 47.428682846435244], [9.3918318910096, 47.4286327206258], [9.391497903427545, 47.42851955165959], [9.391614312714871, 47.42836283835532]]], ""type"": ""Polygon""}";Fernwärme Endausbaupotential
47.44177755048703,9.41553575297219;"{""coordinates"": [[[9.41555384187044, 47.44224947104291], [9.415577815197615, 47.442079478401276], [9.415853202071165, 47.44215185420629], [9.416145238370254, 47.44226505143566], [9.416615201694468, 47.442477984465974], [9.416899654408285, 47.441979789658454], [9.416715018006437, 47.44167989715655], [9.416577183518758, 47.44145600123669], [9.416512137857001, 47.44140038861138], [9.41609996364369, 47.44104792332042], [9.415603930207622, 47.44094848935466], [9.415255588144614, 47.44103394268326], [9.415063498343805, 47.4410810688935], [9.414447102365722, 47.44161575632535], [9.413987377741446, 47.44208609844813], [9.415646078794294, 47.44266498122641], [9.41557229904362, 47.442542067655424], [9.41555384187044, 47.44224947104291]]], ""type"": ""Polygon""}";Fernwärme Endausbaupotential
47.434064696559695,9.409141440741385;"{""coordinates"": [[[9.40915971551659, 47.4347321649404], [9.409561177437748, 47.43464404213863], [9.409536211537269, 47.434756515360235], [9.409790948458829, 47.43472800586257], [9.410126998305802, 47.43479697601311], [9.410265771276952, 47.434610073330475], [9.410872494510338, 47.433744628763684], [9.410733504875852, 47.43331730746298], [9.409394578328401, 47.433513577714486], [9.409427566149523, 47.43340648280417], [9.409141423708808, 47.4334113523161], [9.407786192037344, 47.43305717192011], [9.40699745300343, 47.43350424842403], [9.40811150573197, 47.433782970142666], [9.407904564171433, 47.43405597142134], [9.407944624173018, 47.43413989583057], [9.40858089736099, 47.434486284909994], [9.408762442888113, 47.435738259280775], [9.409190612593907, 47.43573555819916], [9.409187311739334, 47.435397195810836], [9.40917776519994, 47.43478238387641], [9.40915971551659, 47.4347321649404]]], ""type"": ""Polygon""}";Fernwärme Ausbau 2020 bis 2025
47.434522025429395,9.396665362835455;"{""coordinates"": [[[9.397170925540456, 47.43473308939313], [9.397497882358529, 47.43456091784812], [9.397815347124284, 47.4346406028717], [9.397947591815933, 47.43449600370953], [9.397683519564374, 47.434330114749336], [9.397183005236162, 47.43410801567399], [9.396902074062695, 47.43433892097077], [9.396684269540978, 47.434140271024084], [9.396901353646113, 47.43401378607229], [9.396270138795073, 47.43384046519322], [9.39625575380601, 47.43394611621154], [9.396120700425657, 47.434001107122405], [9.396107809321792, 47.43402301689751], [9.396045012115673, 47.43417909648585], [9.396485144914463, 47.434332542387516], [9.396419885046067, 47.434440404657245], [9.396278449392208, 47.434587217951254], [9.396029632406718, 47.434618206401815], [9.39587963672614, 47.43459397165293], [9.395564971118855, 47.43489571928968], [9.395879228715199, 47.43502234659847], [9.395881812679201, 47.4350233824696], [9.395987426650047, 47.435065930674476], [9.396066018315839, 47.43509912980108], [9.39637524019501, 47.43522973671425], [9.3963546137727, 47.435073828391694], [9.396518570112844, 47.43488101044538], [9.396787664530901, 47.43480504395978], [9.397170925540456, 47.43473308939313]]], ""type"": ""Polygon""}";Fernwärme Erweiterung
47.435103750872074,9.39714202211238;"{""coordinates"": [[[9.397815347124284, 47.4346406028717], [9.397497882358529, 47.43456091784812], [9.397170925540456, 47.43473308939313], [9.396787664530901, 47.43480504395978], [9.396518570112844, 47.43488101044538], [9.3963546137727, 47.435073828391694], [9.39637524019501, 47.43522973671425], [9.396639475937967, 47.435322220373955], [9.397030317552405, 47.435459027340585], [9.397852298909424, 47.43573683067135], [9.397696319915733, 47.43551776436358], [9.397534763661781, 47.435240447636], [9.397478051171614, 47.435101390360494], [9.397815347124284, 47.4346406028717]]], ""type"": ""Polygon""}";Fernwärme Endausbaupotential
47.436348799925376,9.390517008050248;"{""coordinates"": [[[9.390908104640896, 47.43664602752983], [9.3913451600171, 47.43634183903391], [9.391105665783478, 47.436166064443476], [9.391011594983201, 47.43621726200134], [9.390653659206956, 47.435801678508284], [9.390514491204362, 47.43586912980627], [9.389803254432714, 47.436036144255475], [9.389563395729235, 47.4360990861337], [9.389795615702642, 47.43619162180861], [9.390280029722652, 47.43612691685473], [9.390468339990122, 47.43635879805096], [9.389744937019913, 47.43656414607746], [9.389840472412066, 47.43667724331482], [9.389853411451176, 47.436686930435656], [9.38995791901953, 47.43676516628648], [9.390296424600981, 47.43665094952441], [9.390475513905947, 47.43692385007742], [9.390788230871811, 47.43672945553845], [9.390908104640896, 47.43664602752983]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
47.42312850877615,9.375335761506573;"{""coordinates"": [[[9.37491963310893, 47.42371776001559], [9.374939260004112, 47.42368952295738], [9.374973190098766, 47.423703898213866], [9.375049183047627, 47.423618036569984], [9.375070067146853, 47.423594114900645], [9.375177013120341, 47.42361826075631], [9.375296847358662, 47.42362061609618], [9.375638175966225, 47.423208777882685], [9.375887891580533, 47.42291627905693], [9.3759304485901, 47.42270475145764], [9.37558073972597, 47.42250910196145], [9.375456287898066, 47.4226041972482], [9.375394857550944, 47.422673431904016], [9.374902831558863, 47.42321179803585], [9.3747229054321, 47.42341316596813], [9.374727050805893, 47.42352786027128], [9.374800678787038, 47.42362552905793], [9.374880158953047, 47.42365265445643], [9.374849730691727, 47.423687532207694], [9.37491963310893, 47.42371776001559]]], ""type"": ""Polygon""}";Fernwärme Endausbaupotential
47.41638822491598,9.346646401906387;"{""coordinates"": [[[9.346671645782074, 47.416369502018064], [9.34674602118708, 47.4161066382917], [9.34744558600096, 47.416220211463056], [9.347562659515964, 47.41597939466439], [9.34742050097802, 47.41575423224289], [9.347237286043413, 47.415552509693285], [9.346764971670718, 47.415346222631754], [9.346088998625078, 47.41505097977379], [9.345959159554278, 47.41594189771222], [9.345812967145449, 47.41602535378261], [9.34521889993969, 47.41675181416014], [9.345691960162073, 47.416857754128124], [9.345886623490683, 47.41691141893478], [9.346708535687279, 47.41739835905921], [9.34733502462158, 47.41734250672939], [9.347938421098302, 47.417110713489244], [9.347924353806413, 47.41695169377107], [9.348009950422584, 47.416768274366234], [9.34765209794489, 47.41660356284762], [9.347388786411198, 47.41650552923832], [9.346671645782074, 47.416369502018064]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
47.422012259948254,9.355543498214287;"{""coordinates"": [[[9.356271089320535, 47.42168603936571], [9.356057304836565, 47.4215538879933], [9.355873860850613, 47.42138114314262], [9.355282506390534, 47.42161608837774], [9.354943343315023, 47.421535361799236], [9.354647367587159, 47.42182763602516], [9.355062961749244, 47.42205768436398], [9.35484525665566, 47.42227356477373], [9.355116800202074, 47.42248196198977], [9.35541441662589, 47.42272814451769], [9.356448836829097, 47.42208730684258], [9.35610743876875, 47.421866657532746], [9.356271089320535, 47.42168603936571]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
47.42089911061099,9.353532198391825;"{""coordinates"": [[[9.353532812405232, 47.42047317231124], [9.353207498766585, 47.42027193314172], [9.352795031167886, 47.42067969015642], [9.353531765303604, 47.42108376603549], [9.353342244980697, 47.421375685321685], [9.353528979946546, 47.42147100712006], [9.353836771357406, 47.421535019880416], [9.353935365595435, 47.42130535314072], [9.354194309710465, 47.420924806223866], [9.354008228657323, 47.420804535543155], [9.353620775194079, 47.420644417141276], [9.353532812405232, 47.42047317231124]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
47.42413452021513,9.368082233963763;"{""coordinates"": [[[9.36789093709926, 47.42372406456641], [9.367353783092717, 47.42361460533674], [9.367218225655579, 47.42388661935608], [9.36742740607357, 47.4240410315914], [9.367337188490795, 47.42422675619896], [9.367817893873903, 47.42438321263767], [9.368622127362686, 47.42463952749535], [9.369080662088987, 47.42418448389674], [9.368658567342804, 47.4240402072185], [9.368158731103232, 47.423890650363234], [9.36789093709926, 47.42372406456641]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
47.42961554941922,9.38418626200358;"{""coordinates"": [[[9.38448274172958, 47.429431439984064], [9.383919246339449, 47.428814276604555], [9.383364512027416, 47.42923222212229], [9.384375290270455, 47.43036000581201], [9.385056663778279, 47.43005999507557], [9.38448274172958, 47.429431439984064]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
47.40725245717047,9.323844902316036;"{""coordinates"": [[[9.324205536108005, 47.406868558647204], [9.324177649148952, 47.40674532642949], [9.32410301781573, 47.40677768219769], [9.324089613701496, 47.40677564276719], [9.324088341508244, 47.40677639226618], [9.324076782295428, 47.4067736839562], [9.324063577809243, 47.406771668255104], [9.323943991953675, 47.40675343108194], [9.32390612151329, 47.406764422324315], [9.323893344867193, 47.40679694714914], [9.323864749824635, 47.406813517950035], [9.323858261747263, 47.40681442453267], [9.323574253980368, 47.40694219711004], [9.323435931727184, 47.407071541894545], [9.32340243964652, 47.407109640716534], [9.323330703225315, 47.40722268556561], [9.323231459125271, 47.40727558597614], [9.32320059748351, 47.40730002074712], [9.323208629916591, 47.40730006065982], [9.323204358996003, 47.40730183071285], [9.323200349911527, 47.407303884390565], [9.323196667614384, 47.407306184646544], [9.32319297704252, 47.407308251121975], [9.323189586450024, 47.40731055561617], [9.32318652073549, 47.40731305273939], [9.323183832878305, 47.40731574162739], [9.323181508360667, 47.407318586530096], [9.323171938359545, 47.4073316439711], [9.323130750295054, 47.407395320040195], [9.32313071692518, 47.40739550051948], [9.32312936564015, 47.4074063726388], [9.323129036120674, 47.407417282072196], [9.323129226125603, 47.4074177827908], [9.323129890688058, 47.40742008411513], [9.323130251572723, 47.407422417383025], [9.32313028133511, 47.40742475605202], [9.32313000614673, 47.407427090698434], [9.323129425371011, 47.40742940333915], [9.323128524808379, 47.407431667215505], [9.323127330312014, 47.407433863912324], [9.323125854490335, 47.407435975230456], [9.323124083780252, 47.407437992394364], [9.323121629351034, 47.40744091138856], [9.323055128571122, 47.407519934906695], [9.323042423559542, 47.407535031750356], [9.323034401618965, 47.40754427629757], [9.323028471419205, 47.407553459736654], [9.323264543639313, 47.407556572533835], [9.323885186361528, 47.407564755019195], [9.324614290241591, 47.40757710154046], [9.324533674725918, 47.40749216563874], [9.324446680509606, 47.407397374397014], [9.324380239969999, 47.407268869662936], [9.324313913637544, 47.40715705200134], [9.324205536108005, 47.406868558647204]]], ""type"": ""Polygon""}";Wärmeverbunde
47.408379679556404,9.305987695359091;"{""coordinates"": [[[9.307503418979334, 47.40815512181217], [9.30670648607676, 47.40744732026762], [9.305536664460165, 47.40749459590014], [9.302965423030367, 47.40759844491797], [9.302894015536106, 47.40760176537673], [9.303483854768592, 47.40832401020952], [9.303979894777536, 47.40847169037147], [9.305704853929251, 47.40898523092699], [9.308055910175973, 47.40963026157331], [9.308491423556976, 47.40953381386551], [9.308699747127593, 47.40921759983295], [9.307503418979334, 47.40815512181217]]], ""type"": ""Polygon""}";Anergie Ausbaugebiet (2019 bis 2023)
47.40483603063891,9.293726378324383;"{""coordinates"": [[[9.295614024309769, 47.404771172885155], [9.295587632570168, 47.40443124365597], [9.294653152103724, 47.40457956423473], [9.294291874609229, 47.40387125643027], [9.292187987216964, 47.40427457863573], [9.292024485594, 47.40445876363224], [9.292162466759127, 47.404755842222436], [9.292162044817754, 47.40475590297205], [9.292162174345679, 47.40475619778412], [9.29209470291484, 47.40476552122307], [9.292561530870005, 47.405770965985255], [9.292561136349406, 47.405771053286195], [9.292561222078366, 47.405771231843914], [9.294875028161737, 47.40534866116444], [9.295788020245077, 47.40518190839377], [9.295614024309769, 47.404771172885155]]], ""type"": ""Polygon""}";Anergie in Betrieb
47.42299195406332,9.383130206332883;"{""coordinates"": [[[9.384724978532363, 47.42372822609858], [9.385186861496758, 47.42308228091056], [9.384963438520847, 47.42300665558499], [9.38464364523772, 47.42291847360563], [9.38454018248658, 47.422898677277786], [9.384563955626602, 47.42283496597083], [9.384219669739027, 47.42274217500488], [9.383842783723127, 47.42264058402249], [9.383494893553246, 47.42261089268435], [9.383368823160692, 47.422599995831156], [9.38333894813364, 47.42251196935643], [9.38333002900218, 47.42251094985462], [9.383192163659977, 47.42253243310653], [9.383025974808882, 47.42257258442119], [9.382992689839782, 47.42258062984401], [9.382718744214207, 47.42250734377033], [9.382523340172995, 47.422429227154346], [9.381496102769724, 47.42243277256851], [9.380731934595435, 47.42272026461991], [9.382608894605013, 47.42334929227701], [9.383437733387762, 47.423637380894185], [9.383618826004895, 47.4233429156137], [9.384724978532363, 47.42372822609858]]], ""type"": ""Polygon""}";Wärmeverbunde
47.41556724415294,9.397226226226813;"{""coordinates"": [[[9.39529734423291, 47.4163619736331], [9.395570963485191, 47.41631568418732], [9.395655006567136, 47.416337121988924], [9.395876097151815, 47.416181275207585], [9.395879184050324, 47.416180152285406], [9.39587407027789, 47.41616796709944], [9.395923500781413, 47.4161640708472], [9.396118818169038, 47.41609318626694], [9.396203317916413, 47.41606252372637], [9.396195721170859, 47.41605274681021], [9.396496383623742, 47.41603543492063], [9.396806715345503, 47.41601758051154], [9.39711703394299, 47.41599973448464], [9.397188128205594, 47.415995623443145], [9.397249050949833, 47.415992098630625], [9.397441314517994, 47.415968326479494], [9.397484641895138, 47.41595707456032], [9.397647562194186, 47.41597301712917], [9.398281396278607, 47.41557137953103], [9.39890066569613, 47.41553074450172], [9.39893468051808, 47.41521729895956], [9.39888456693403, 47.41522097418788], [9.398735528373074, 47.41516764955504], [9.398684140422407, 47.41515219183717], [9.39855221352389, 47.41511253094917], [9.398397747196762, 47.41502264443853], [9.398244073064905, 47.41497046844461], [9.398122025258367, 47.41494026625155], [9.398082064450982, 47.41492339989694], [9.398079948372416, 47.41492172636404], [9.39807775447006, 47.41492009913552], [9.398075495990293, 47.41491851798676], [9.398067343923236, 47.41491346499851], [9.398058561314626, 47.414908926530835], [9.398049215720423, 47.414904937425696], [9.398039374696358, 47.4149015325251], [9.398029132291011, 47.41489874622184], [9.398018555067264, 47.414896586383975], [9.39796428237873, 47.41487368282365], [9.39759759980933, 47.41482061034813], [9.396729437365156, 47.41543519631234], [9.395446796675863, 47.415834823092865], [9.395439266225434, 47.41610486736856], [9.395431724162007, 47.41612325884945], [9.39529734423291, 47.4163619736331]]], ""type"": ""Polygon""}";Wärmepumpen Erdsonde
47.43783578867696,9.393074560166108;"{""coordinates"": [[[9.394314659164104, 47.43794584485093], [9.39396854733776, 47.437833220302196], [9.393847241239927, 47.43793174544924], [9.393319454822032, 47.437595084079724], [9.392798907657191, 47.43723185623562], [9.392736572688476, 47.43727631083836], [9.392605303875776, 47.437185520340066], [9.392384939584689, 47.43733488615917], [9.39215501281186, 47.43749073792037], [9.391854559485518, 47.43728623340049], [9.391613309046791, 47.437474655068236], [9.39159765956757, 47.43748687627958], [9.391918004375082, 47.43768959684853], [9.392223572043582, 47.43782890456809], [9.392363989530576, 47.43792650443609], [9.39259122452362, 47.437811426557445], [9.393344738392582, 47.43828156641686], [9.393807847571225, 47.43860742781163], [9.39399394035463, 47.43852389326945], [9.394314659164104, 47.43794584485093]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
