coord_x,coord_y,city,canton,year,street_name,street_number,multiple_floors,num_rooms,area,kitchen,status,floor,longitude,latitude
2740731.3,1251820.7,St. Gallen,SG,2010.0,Altwinkelnstrasse,17,0,3,80.0,1.0,3004,14,9.303125410292274,47.402159188880326
2740484.8,1251703.6,St. Gallen,SG,1963.0,Gsellstrasse,17,0,5,95.0,1.0,3004,1,9.299824031777502,47.40115888382863
2740484.8,1251703.6,St. Gallen,SG,1963.0,Gsellstrasse,17,0,4,87.0,1.0,3004,2,9.299824031777502,47.40115888382863
2740484.8,1251703.6,St. Gallen,SG,1963.0,Gsellstrasse,17,0,4,87.0,1.0,3004,3,9.299824031777502,47.40115888382863
2740484.8,1251703.6,St. Gallen,SG,1963.0,Gsellstrasse,17,0,5,95.0,1.0,3004,4,9.299824031777502,47.40115888382863
2740484.8,1251703.6,St. Gallen,SG,1963.0,Gsellstrasse,17,0,4,87.0,1.0,3004,5,9.299824031777502,47.40115888382863
2740484.8,1251703.6,St. Gallen,SG,1963.0,Gsellstrasse,17,0,5,95.0,1.0,3004,6,9.299824031777502,47.40115888382863
2740567.7,1251760.6,St. Gallen,SG,1918.0,Herisauer Strasse,88,0,1,16.0,1.0,3004,1,9.300939836839085,47.40165372385875
2740567.7,1251760.6,St. Gallen,SG,1918.0,Herisauer Strasse,88,0,2,32.0,1.0,3004,2,9.300939836839085,47.40165372385875
2740567.7,1251760.6,St. Gallen,SG,1918.0,Herisauer Strasse,88,0,6,143.0,1.0,3004,3,9.300939836839085,47.40165372385875
2740567.7,1251760.6,St. Gallen,SG,1918.0,Herisauer Strasse,88,0,2,32.0,1.0,3004,7,9.300939836839085,47.40165372385875
2740567.7,1251760.6,St. Gallen,SG,1918.0,Herisauer Strasse,88,0,1,16.0,1.0,3004,19,9.300939836839085,47.40165372385875
2740567.7,1251760.6,St. Gallen,SG,1918.0,Herisauer Strasse,88,0,1,15.0,1.0,3004,20,9.300939836839085,47.40165372385875
