Geo Point;Geo Shape;Art;Bedeutung;Typ
47.4182123285,9.38141277792;"{""coordinates"": [[[9.381379434390125, 47.41831905617504], [9.381397318173256, 47.418306365902104], [9.381491390998233, 47.4182461479961], [9.381586610458701, 47.41816857734103], [9.38140647559092, 47.418116824044255], [9.38140088540492, 47.41811579701937], [9.38139512534851, 47.418115381938904], [9.38138934163419, 47.418115589839935], [9.381383678559041, 47.418116415597396], [9.3813782785047, 47.418117837924065], [9.38137337843015, 47.41811995719983], [9.381368965205972, 47.418122522632686], [9.381365127141896, 47.41812548415478], [9.381361940264176, 47.418128782008274], [9.381359468479602, 47.41813235124102], [9.381301756719932, 47.41822649317074], [9.381268678051173, 47.418278953168645], [9.381379434390125, 47.41831905617504]]], ""type"": ""Polygon""}";Pärkli;Lokal;Rückzugsräume
47.4186370771,9.38175518317;"{""coordinates"": [[[9.381716116408919, 47.41820580425156], [9.38168100659437, 47.418263144248655], [9.381979121264406, 47.41835930005955], [9.381812482207083, 47.41855015608253], [9.38162699707737, 47.41875323069122], [9.381362208884713, 47.41905467045456], [9.381438576661239, 47.41907447880641], [9.381444789605766, 47.41907582284681], [9.38145484573074, 47.41907710407154], [9.381465069651357, 47.41907735323153], [9.381475235830578, 47.41907656512192], [9.381485114285413, 47.4190747580044], [9.381493867488754, 47.419072192474964], [9.381502008165425, 47.419068824825516], [9.381509379641821, 47.41906472066842], [9.381515837725125, 47.41905996070109], [9.381521257163005, 47.41905463609865], [9.381636170858972, 47.41891591542564], [9.381775339100095, 47.41874789059318], [9.381808469388282, 47.41870788936369], [9.381962465173006, 47.41852177232286], [9.3820899220266, 47.418367959351436], [9.382093787733833, 47.41836230637332], [9.382096483835486, 47.418356350078156], [9.382097961281664, 47.41835019925369], [9.382098192480845, 47.41834396952403], [9.382097118244834, 47.41833778244283], [9.382094815603642, 47.41833175097498], [9.382091328468636, 47.4183259886422], [9.382086721618727, 47.4183205996184], [9.382081127635654, 47.41831565724739], [9.382074597087048, 47.41831127583878], [9.382067250894366, 47.41830753612982], [9.382059225481973, 47.418304507801075], [9.381892164531864, 47.418256449008716], [9.381716116408919, 47.41820580425156]]], ""type"": ""Polygon""}";Prägender Freiraum privat;Lokal;Privat genutzter Freiraum
47.4189317967,9.38384289693;"{""coordinates"": [[[9.383925556657378, 47.41852963029447], [9.383925554377829, 47.41852963234698], [9.383919767721189, 47.418536435140254], [9.383915544001866, 47.418543748736234], [9.38391297530412, 47.41855140874131], [9.383912121589857, 47.418559242305655], [9.383901827379269, 47.41861633889091], [9.383891808523025, 47.41865920676406], [9.38387968177191, 47.418693725023566], [9.383861558326918, 47.41873136718164], [9.383838845634571, 47.41876784501964], [9.38381027911782, 47.41880918074339], [9.38369802509512, 47.41897046808074], [9.383668904747735, 47.419013267881404], [9.383637137551291, 47.41905995929152], [9.38361518981343, 47.41909775394049], [9.383601148770007, 47.419137245469436], [9.383595346791658, 47.419177625765414], [9.383597544000343, 47.41921817011992], [9.383607673434076, 47.41925780723147], [9.383625474173142, 47.419296179815426], [9.383628430395612, 47.419300538529605], [9.38365291370357, 47.419334929071866], [9.383683627538383, 47.419366933127364], [9.383830353670465, 47.41950218760096], [9.383851702285046, 47.41949149081406], [9.383895879237693, 47.419469999443635], [9.383758900024452, 47.41934947442241], [9.383681224197698, 47.4192393779998], [9.383691356529212, 47.4191135210032], [9.383833006185657, 47.41890118266976], [9.383928840254473, 47.41875960038125], [9.383969560542178, 47.41866464911511], [9.38398982558329, 47.41858575435465], [9.384047510550797, 47.41855193288853], [9.384173744302217, 47.41855123631913], [9.384285382964098, 47.418537645406126], [9.384313656426418, 47.41852174328606], [9.384267691576738, 47.41847655753096], [9.384215335580354, 47.41848905403828], [9.384188388967345, 47.41849563461327], [9.38415693246318, 47.418498143548135], [9.38407586614815, 47.4184961365723], [9.384048563272458, 47.418495465108016], [9.384044791554285, 47.41849561167916], [9.38402639287046, 47.41849634862304], [9.38402638460114, 47.41849634951816], [9.38402570159417, 47.41849637631149], [9.38400308752333, 47.41849883980309], [9.38400263319121, 47.41849893211905], [9.383983148055854, 47.418503085620685], [9.383983144657025, 47.418503086487796], [9.38398140712924, 47.41850345672092], [9.383979421418342, 47.418504036261076], [9.383979415486026, 47.41850403777414], [9.383960675744298, 47.41850950500995], [9.383960537472266, 47.41850954717111], [9.383950227641542, 47.41851318363508], [9.383941541612744, 47.41851746311709], [9.383941538665958, 47.41851746487896], [9.38394082900429, 47.41851781420903], [9.383939735589388, 47.41851854426978], [9.383939721636157, 47.418518552616284], [9.383932544671067, 47.41852333830757], [9.383925733850775, 47.4185294707501], [9.383925561001545, 47.418529632235476], [9.383925556657378, 47.41852963029447]]], ""type"": ""Polygon""}";Prägender Freiraum privat;Lokal;Privat genutzter Freiraum
47.4184956662,9.38405640437;"{""coordinates"": [[[9.38407586614815, 47.4184961365723], [9.384048563108163, 47.41849546061238], [9.384044791554285, 47.41849561167916], [9.384048563272458, 47.418495465108016], [9.38407586614815, 47.4184961365723]]], ""type"": ""Polygon""}";Treppenanlage;Lokal;Treppenanlage
47.4190814398,9.36019422605;"{""coordinates"": [[[9.360513152796086, 47.419144668575996], [9.360547024286763, 47.41911869552598], [9.360099352169737, 47.41884720293589], [9.359840971063111, 47.419043581030635], [9.360289698318073, 47.419316019723134], [9.36048802909126, 47.419163934750074], [9.360512963011379, 47.41914455207472], [9.360513152796086, 47.419144668575996]]], ""type"": ""Polygon""}";Sportanlage;Lokal;Frei zugängliche Räume für Spiel- und Bewegung
47.4191510518,9.36050471497;"{""coordinates"": [[[9.360513152796086, 47.419144668575996], [9.360512963011379, 47.41914455207472], [9.36048802909126, 47.419163934750074], [9.360513152796086, 47.419144668575996]]], ""type"": ""Polygon""}";Sportanlage;Lokal;Frei zugängliche Räume für Spiel- und Bewegung
47.4190485036,9.379013964;"{""coordinates"": [[[9.379456739153637, 47.41890883405882], [9.379059603646821, 47.41874637134196], [9.37903093094499, 47.41873434716669], [9.378997117305728, 47.418723111065475], [9.378971142751867, 47.41871637671342], [9.378955352162558, 47.41871301612069], [9.378935954002884, 47.418709599141884], [9.378909730121817, 47.418706206801616], [9.378878946732968, 47.41870391665593], [9.378842082720494, 47.41870354596577], [9.378628540163305, 47.41871895310945], [9.378619070282358, 47.41872571579631], [9.378616068724156, 47.418729193994906], [9.378613422788074, 47.41873370086311], [9.37861255594918, 47.41874847028173], [9.378645870374996, 47.41890277409284], [9.378722162450162, 47.419249186220235], [9.378725245380473, 47.419261397191804], [9.378732486157752, 47.419279305348844], [9.378742061372128, 47.41929579779108], [9.378749024077006, 47.41930571239995], [9.378793027533012, 47.41935938666075], [9.37880446252405, 47.41936871335634], [9.378820311692888, 47.41937694929102], [9.378834475544288, 47.41938149781366], [9.378858028784903, 47.41938471009488], [9.378888438895167, 47.419382930938404], [9.378916803418578, 47.419378127185645], [9.378996751188831, 47.41939164759916], [9.379311584248246, 47.419392622480345], [9.379311041677822, 47.419355924364744], [9.379308296331843, 47.41934570504238], [9.379405101381554, 47.41904643577962], [9.379402286614221, 47.41904558336685], [9.379420475024114, 47.419002362815434], [9.379456739153637, 47.41890883405882]]], ""type"": ""Polygon""}";Mühleggweiher;Lokal;Rückzugsräume
47.4193915915,9.37934405012;"{""coordinates"": [[[9.379344109887688, 47.419392746489436], [9.379344110425393, 47.41939274649148], [9.379343930032638, 47.41938928139681], [9.379344109887688, 47.419392746489436]]], ""type"": ""Polygon""}";Treppenanlage;Lokal;Treppenanlage
47.420383827,9.37706232561;"{""coordinates"": [[[9.37683545975446, 47.42085784361725], [9.376853334515324, 47.420818677387146], [9.376854552783131, 47.42081682159468], [9.376855432929412, 47.42081332504822], [9.376854684881037, 47.420809891798086], [9.376852878980019, 47.42080725901738], [9.376839002613677, 47.42079750524442], [9.376807392021622, 47.420775075441085], [9.376752385781453, 47.42072355530936], [9.376756148078032, 47.4207191197363], [9.376768155876368, 47.42070995747413], [9.376925528402996, 47.42072660721921], [9.376941139243705, 47.42070099222727], [9.376883708877791, 47.420658986508954], [9.376825574496669, 47.420616938589816], [9.376829092468743, 47.42061380265959], [9.376983059906323, 47.42062759445117], [9.377000233722132, 47.42060012687017], [9.376948036542299, 47.420568595715864], [9.376900777069142, 47.42053978873898], [9.376901975205472, 47.420537744349296], [9.376953325654496, 47.420472852388755], [9.376955358157112, 47.42046823889509], [9.377194618642198, 47.42046940761468], [9.37719633889735, 47.42045185287239], [9.377050017701382, 47.4203342353009], [9.377048678907817, 47.42033132478179], [9.377062428214204, 47.4203255790705], [9.377206621585906, 47.42032361905967], [9.377207096671286, 47.42030972893346], [9.377201289662024, 47.42030060456748], [9.377163578208894, 47.420266437337105], [9.377098184915495, 47.42020778615938], [9.377101965757745, 47.42020240559176], [9.377312807532276, 47.420190195595005], [9.377357141672837, 47.420216937221035], [9.377358329871699, 47.42022044405634], [9.377363253458253, 47.42021950675128], [9.377371662151994, 47.420217080474934], [9.377380584830961, 47.42021311610831], [9.37738746224864, 47.42020868223056], [9.37739306947876, 47.42020358590125], [9.377396569645205, 47.42019850692893], [9.377399299379672, 47.42019120066373], [9.377401176068782, 47.42018121864862], [9.377401051053893, 47.42017196297527], [9.37739886276916, 47.420161743266455], [9.37738206912323, 47.42015887611713], [9.377382971878125, 47.42015345385744], [9.377336075225214, 47.42014698017755], [9.37731486099062, 47.4201261034901], [9.37731049468322, 47.42012814705482], [9.377332932182924, 47.42015021779693], [9.37732027213507, 47.420149836398735], [9.377309858573806, 47.42013506731638], [9.37728766110624, 47.42010684768654], [9.377283209158369, 47.420102172031285], [9.37725196361681, 47.420069740710694], [9.37723320537177, 47.42005333023441], [9.377145986187973, 47.41998393410789], [9.377146351370882, 47.41997867381468], [9.377167440766325, 47.41997537805884], [9.37720299139718, 47.41996878076888], [9.377258830135448, 47.41995836132583], [9.377264035262822, 47.419867972497336], [9.377262581210577, 47.41980366032786], [9.377221405993687, 47.41986219191703], [9.377227979223784, 47.419867605718096], [9.377237565132326, 47.41986547459162], [9.377244227298604, 47.41986568671342], [9.37723904071475, 47.41994166225641], [9.37723653148618, 47.419945923879695], [9.37723478381733, 47.41994743768091], [9.37723059530948, 47.41994963120679], [9.37720909429226, 47.41995363563491], [9.377162517159634, 47.41996211830844], [9.377141457061425, 47.41996585441823], [9.377117803570275, 47.41997154136302], [9.37713080289926, 47.41999288877562], [9.377146254218365, 47.420005126217625], [9.377181257613456, 47.42003300509181], [9.377219312055674, 47.420063126971584], [9.377236437814755, 47.42007802637338], [9.377271029151336, 47.42011424322791], [9.377290512449127, 47.42013854977589], [9.377302569003026, 47.42015584640487], [9.377310673778505, 47.420173101367794], [9.377311588353232, 47.42017673875012], [9.377077969858187, 47.42019032047295], [9.37707788469689, 47.4202054546214], [9.377082451163396, 47.420215823376104], [9.377099241329732, 47.420230971342384], [9.37712679140725, 47.42025547548171], [9.377139860150521, 47.42026780687358], [9.377185423091845, 47.420308635029016], [9.377183426647008, 47.42031023397413], [9.37712147957906, 47.42031127314906], [9.377094944082799, 47.42031171827736], [9.377052097076088, 47.420314164412694], [9.377038271231106, 47.42031999237844], [9.377023682824438, 47.42032854118871], [9.377035940545017, 47.42034226271571], [9.377044197532562, 47.42035023038231], [9.377067082694856, 47.420368577961696], [9.377080179028669, 47.42037911852209], [9.377103818062663, 47.42039814620687], [9.37711887548096, 47.42041012035453], [9.377141477249655, 47.42042832872378], [9.377168823490987, 47.42045269232312], [9.376994048877973, 47.420451395563965], [9.376944316847542, 47.42045151899603], [9.376918789040346, 47.420445055585816], [9.376911496194426, 47.42045664890557], [9.376909005752866, 47.42046179189731], [9.37688508351661, 47.42051507668363], [9.37687526794548, 47.42053056296957], [9.376880731295898, 47.42054481232782], [9.376906738040867, 47.42056151513648], [9.376976580363532, 47.42060400540898], [9.376970781330632, 47.420612937595315], [9.37690344535435, 47.42060687854777], [9.37680918375229, 47.42059856301028], [9.376796261358592, 47.42061755619028], [9.376811090670959, 47.42062617837455], [9.376856235851633, 47.42065880852744], [9.376912176657381, 47.42069958868004], [9.376908173354071, 47.42071087491046], [9.376765438645362, 47.42069612989102], [9.376753358761839, 47.42070112781653], [9.376736487250923, 47.42071360152112], [9.376727199100165, 47.42072464349536], [9.376737197938297, 47.4207316642903], [9.376748646809858, 47.420742466436124], [9.37679155240133, 47.42078312338567], [9.376825003853927, 47.42080696181533], [9.376834636534902, 47.420814483570624], [9.376816487154729, 47.4208537533691], [9.376809161528396, 47.42085498284872], [9.376689568669601, 47.420819039858976], [9.376687550696474, 47.420818227997806], [9.37668233356046, 47.42081692997829], [9.376677309446734, 47.42081656439454], [9.376670182695854, 47.420817430655816], [9.376665848020407, 47.42081888886807], [9.37666324457761, 47.42082020108695], [9.376659646265542, 47.42082295149401], [9.37668036643452, 47.42083280643567], [9.376681372914497, 47.42083132306821], [9.376801298632671, 47.420867305468235], [9.376829322143665, 47.42087313325552], [9.37683326638996, 47.42087624299263], [9.376843263078014, 47.420860267845114], [9.37683545975446, 47.42085784361725]]], ""type"": ""Polygon""}";Treppenanlage;Lokal;Treppenanlage
47.421047792,9.37858636953;"{""coordinates"": [[[9.378162993153, 47.42220359676301], [9.37822790304997, 47.42211500389408], [9.378266699132615, 47.42206246785206], [9.378319989204922, 47.42198932862511], [9.378366517445851, 47.421984553043735], [9.3783761424519, 47.421982394183004], [9.378380586721905, 47.42198030428818], [9.378386571221073, 47.42197537252286], [9.378389650554826, 47.421970021684885], [9.378390330736046, 47.421963586510145], [9.378388945769792, 47.42195904834963], [9.378377644707731, 47.42193558529837], [9.378377416308542, 47.42193441054355], [9.378433145783792, 47.421926034691246], [9.378438703415558, 47.42192430397347], [9.378442713761947, 47.42192231132846], [9.378446547903717, 47.42191948493307], [9.378451137299853, 47.4219130111285], [9.378457871270065, 47.421890450927116], [9.378458166400705, 47.421883635350106], [9.378456525968033, 47.421879362387436], [9.37845441505521, 47.421876365879434], [9.378450931052496, 47.4218731585017], [9.378411349289857, 47.42184337753907], [9.378411130348283, 47.42184173478879], [9.378423647284805, 47.42182471854931], [9.37844190181481, 47.42172979215441], [9.378499743825442, 47.42157860062654], [9.378524069213572, 47.42151713059093], [9.37853017303403, 47.42150165249208], [9.378546329836409, 47.421466662383025], [9.378562693341859, 47.42143661707484], [9.37857108879004, 47.421421820252256], [9.378593136421692, 47.4213847879224], [9.378609425630664, 47.42135743391484], [9.37867873395063, 47.42123935615735], [9.378698800411387, 47.42120943759359], [9.378720043823337, 47.42117980515977], [9.378748486983211, 47.421142944325105], [9.378807099901739, 47.42107477169833], [9.378813634301757, 47.421067473496464], [9.378821470453827, 47.42105552005396], [9.378826063084965, 47.42104550141229], [9.378829154374317, 47.421034662272014], [9.378830191671103, 47.42102784322761], [9.378830229720233, 47.42101506704276], [9.378828026278534, 47.42100298526243], [9.378790683088269, 47.42091349964535], [9.378753278789693, 47.42082306137405], [9.378748715667697, 47.42080479337858], [9.378730615099338, 47.420596226069705], [9.3787332560875, 47.42051156622034], [9.378733231197307, 47.4204450528175], [9.378737182161526, 47.42032250316548], [9.378746355354135, 47.42028977150804], [9.378813476682787, 47.42021393461558], [9.378806786877226, 47.420197690632854], [9.378873141346121, 47.41999353527439], [9.37889090940072, 47.41998603945039], [9.378882708018729, 47.41997414834375], [9.378883918847826, 47.41997245459636], [9.378881313244062, 47.4199718865583], [9.3788674375163, 47.41995233542533], [9.378802451744242, 47.42003001685222], [9.378795697437281, 47.42007019329887], [9.378781264736023, 47.420114646215254], [9.378752620033335, 47.42017396664021], [9.37875982971479, 47.42017501518837], [9.378741491622355, 47.42020979006019], [9.378698192582384, 47.42029184866158], [9.378690847703567, 47.420296911250496], [9.378686712355824, 47.42035075493907], [9.378675363979958, 47.42047511119047], [9.378677158949435, 47.42050181074037], [9.378688025898455, 47.420824705689085], [9.378680349342018, 47.42084103791667], [9.378710012837915, 47.42095004973564], [9.378718862737923, 47.420982640744135], [9.378721462114411, 47.42100194935696], [9.378720322005865, 47.421009948715366], [9.37871693225987, 47.421019146437224], [9.378711418704464, 47.421027902980654], [9.378703132699945, 47.42103660710336], [9.378693827946927, 47.42104354694964], [9.378685136062561, 47.421048389233896], [9.378677495920286, 47.42105190031868], [9.378671080353094, 47.42105336655048], [9.378664720819316, 47.42105382419257], [9.378657500254173, 47.42105320766889], [9.37864845426435, 47.42105051652406], [9.378643038382148, 47.4210474045622], [9.37863323500297, 47.42103775356244], [9.378633884388542, 47.42103374805365], [9.37859142925993, 47.420988036962534], [9.378540516963238, 47.42093323704611], [9.37851899284119, 47.4209100625771], [9.378521353705198, 47.420909006300114], [9.378533543236488, 47.42091211252093], [9.378542100591497, 47.42088793824756], [9.378454124495113, 47.420876792475475], [9.378433554446909, 47.4208481498769], [9.378430436117242, 47.42084588103094], [9.378440007424429, 47.42087026380724], [9.37845750933441, 47.42091474740143], [9.378455026004985, 47.42091644451007], [9.378446099683867, 47.42092031005388], [9.378381848733662, 47.420934901853656], [9.378388160970172, 47.42094769739908], [9.378463718731645, 47.42093054062465], [9.378463336472459, 47.42092478005246], [9.378466690425885, 47.420923329238], [9.378504960991615, 47.4209640723753], [9.378590991836194, 47.42105569171654], [9.378598122239698, 47.42106329132329], [9.378623815250508, 47.42109755190168], [9.378658435716448, 47.42109196844287], [9.378685740762723, 47.42108607593739], [9.3787013379339, 47.421080110076254], [9.378715612680782, 47.4210731407721], [9.378732393357256, 47.421062548643484], [9.378746249574826, 47.421051006958585], [9.378754327866055, 47.42104242327924], [9.378762740764294, 47.42103101796337], [9.378767841262373, 47.42101638440365], [9.378770080836176, 47.421001816869286], [9.37876996657605, 47.42099068067085], [9.378767880038188, 47.42097780520286], [9.37875901482013, 47.420951341318705], [9.378718611008512, 47.42083497945124], [9.378722485602394, 47.420834356596565], [9.378728244828757, 47.42083343219542], [9.378757744081542, 47.420904111126134], [9.378784410321868, 47.4209679820029], [9.378799065871538, 47.42100310261806], [9.378802376700103, 47.4210121068731], [9.378803347432255, 47.421017281765394], [9.37880368666788, 47.42102477045698], [9.37880271453541, 47.421032650036956], [9.378800467779376, 47.421040110170495], [9.378794974792617, 47.42105052179557], [9.378767829958662, 47.421081539876226], [9.37874529634086, 47.42110668655355], [9.378721646647206, 47.421137582964704], [9.378700043260816, 47.421167158464854], [9.378679876822565, 47.42119615203113], [9.378656607691939, 47.4212302179303], [9.37864350862061, 47.421253442812706], [9.378614004220916, 47.42130374475175], [9.378594396352327, 47.421337155379135], [9.378557324496322, 47.421399514176514], [9.378519421513337, 47.42146962421179], [9.378498979153665, 47.42151251352536], [9.378497190791897, 47.42151218367122], [9.378459101731123, 47.42160956628981], [9.378415841406554, 47.42172474151476], [9.378416895305044, 47.42172892535803], [9.3783994636907, 47.42181733320547], [9.378387426590173, 47.421833693614154], [9.378385018948967, 47.42183819646986], [9.378384317382944, 47.4218425897166], [9.378384738084362, 47.42184576754334], [9.378386646096587, 47.421850107990394], [9.378391664729998, 47.42185541286951], [9.378431260066487, 47.421885202607704], [9.378431891015676, 47.421886874429525], [9.378425758971511, 47.421907400232065], [9.378424781637648, 47.42190895510031], [9.378371725522639, 47.42191684522976], [9.378366977956311, 47.421917887582715], [9.37836259647014, 47.421919517583554], [9.378358726467397, 47.42192172379469], [9.378356011029984, 47.42192396460739], [9.37835224245756, 47.42192931801661], [9.378351115119047, 47.42193330455403], [9.378351179469824, 47.42193725309517], [9.378352449086165, 47.42194117240899], [9.378363763386519, 47.4219646352403], [9.378363057426652, 47.42196672536446], [9.378317841065725, 47.421970759176396], [9.378312516281362, 47.421971604287705], [9.378305094934653, 47.42197421198587], [9.378302185639901, 47.42197586225828], [9.378296260208849, 47.42198132384233], [9.378234368187881, 47.42206578153223], [9.378143127729352, 47.42219029992985], [9.378141314978489, 47.42219293944242], [9.378125987097537, 47.42219539192523], [9.377917114669724, 47.422188370927], [9.377816566063284, 47.422185136931816], [9.377714812933611, 47.42221106387989], [9.377748226809734, 47.42222219012493], [9.377818545265349, 47.42220416806029], [9.377919500229888, 47.42220181718359], [9.37812506732071, 47.42220871371478], [9.37812454811301, 47.42221338280112], [9.378146340225674, 47.42221989066109], [9.378232000953265, 47.42237552911146], [9.378254329572302, 47.42236983720507], [9.378162993153, 47.42220359676301]]], ""type"": ""Polygon""}";Treppenanlage;Lokal;Treppenanlage
47.4216303566,9.36607689893;"{""coordinates"": [[[9.366284624715103, 47.42211213469013], [9.36672625893098, 47.421703587850494], [9.366625753191174, 47.42151102318856], [9.366525799607336, 47.42133368355651], [9.366407920120533, 47.4212527478944], [9.36627362595723, 47.42121182311402], [9.366080611347208, 47.42120234715129], [9.365881635480514, 47.42123486490738], [9.365710348298412, 47.42130881700661], [9.36557322876936, 47.421448215118616], [9.365355977718513, 47.42169940038836], [9.36535138010708, 47.42172740768114], [9.365370901422132, 47.42174993414087], [9.365947508258348, 47.42202089047013], [9.366131407514336, 47.422036866898445], [9.366284624715103, 47.42211213469013]]], ""type"": ""Polygon""}";;Lokal;Raum mit kulturellen und kommerziellen Angeboten
47.4242950454,9.35917442793;"{""coordinates"": [[[9.358878536295839, 47.423936377871335], [9.358888993910732, 47.423983725201225], [9.358917132576872, 47.4241684027694], [9.35894357951559, 47.4243535852634], [9.358959164207658, 47.424439785531014], [9.358965794866515, 47.424465016633654], [9.358965683358196, 47.42446508596251], [9.358965729593045, 47.42446526513023], [9.358965821122041, 47.4244655973905], [9.358981492626844, 47.424525173787046], [9.359012530688045, 47.42460985681133], [9.359051674073212, 47.42469240605178], [9.359099929519893, 47.42477327620358], [9.359139951239722, 47.4247552401207], [9.359392493329205, 47.424666636084474], [9.359389034156708, 47.42466221586945], [9.35947071513761, 47.42463567716263], [9.359486600315574, 47.424630516180855], [9.359488623679832, 47.42463056262228], [9.359397952612369, 47.42425676815013], [9.359289084499993, 47.42380811673718], [9.359285209847677, 47.423804708366575], [9.359204725787755, 47.42384395844969], [9.35908089731772, 47.423880051141154], [9.358878536295839, 47.423936377871335]]], ""type"": ""Polygon""}";Parkanlagen;Lokal;Frei zugängliche Räume für Spiel- und Bewegung
47.4213886532,9.37349920061;"{""coordinates"": [[[9.373322223811675, 47.42145747066184], [9.373351341825577, 47.42147153107497], [9.373351596984968, 47.421471256897696], [9.373362043774213, 47.421460230001344], [9.373373711284556, 47.42144978185654], [9.373386530197916, 47.42143997480191], [9.373397435774313, 47.42143270810035], [9.373408970571019, 47.42142590319758], [9.37342109042676, 47.421419585124085], [9.373427064813185, 47.42141691739736], [9.373433108185122, 47.42141432408885], [9.373439220542641, 47.42141180519853], [9.373443142228014, 47.4214102505607], [9.373447090228588, 47.42140872697104], [9.373451064544312, 47.42140723442964], [9.373471201254437, 47.421401048432486], [9.373492101077861, 47.4213961631945], [9.373513579947021, 47.42139262048368], [9.373531370001155, 47.42139076616253], [9.373549315928486, 47.421389844900965], [9.373567314525063, 47.42138986202552], [9.373585257091507, 47.421390817557], [9.373610784862635, 47.42144468609288], [9.373606377405622, 47.42144706308496], [9.373565781871324, 47.42146847964843], [9.373586031044521, 47.42147847887622], [9.37358358202662, 47.4214807600974], [9.373613028864858, 47.42149511183598], [9.373632175483182, 47.42147627572801], [9.373632186443407, 47.42147621256655], [9.373693560503192, 47.42141707424198], [9.373686868473392, 47.42141385746551], [9.373697902224759, 47.421403335328364], [9.373622532564546, 47.42136015743536], [9.373548502735737, 47.42131765881501], [9.373499044396338, 47.42135742527483], [9.373372579214397, 47.42128482292663], [9.373373899885884, 47.42132115797512], [9.373322330299978, 47.42145711800201], [9.373322223811675, 47.42145747066184]]], ""type"": ""Polygon""}";Platzflaechen;Regional;Raum mit kulturellen und kommerziellen Angeboten
47.4215009137,9.3731652565;"{""coordinates"": [[[9.373150567521874, 47.42149701189371], [9.373165194229117, 47.421500981161884], [9.373179941785676, 47.42150510225121], [9.373165249686437, 47.4215006833376], [9.373150567521874, 47.42149701189371]]], ""type"": ""Polygon""}";Platzflaechen;Regional;Raum mit kulturellen und kommerziellen Angeboten
47.4216375132,9.37330486715;"{""coordinates"": [[[9.373377730068267, 47.42166064384043], [9.373687655974239, 47.42180400155545], [9.373690291525264, 47.42180229300716], [9.373741509339911, 47.421831081775686], [9.373759426139594, 47.4218183067264], [9.373636072371603, 47.42174903086742], [9.373568532504324, 47.42171113343509], [9.373526804624202, 47.421691157354566], [9.373298568637335, 47.42160574785007], [9.373121658100695, 47.42155201222647], [9.372969923348595, 47.42151463224956], [9.372833360124464, 47.421487381404084], [9.372786378033286, 47.42150483890785], [9.37283855954575, 47.42151154087672], [9.372946668006744, 47.421534625635324], [9.372978235369672, 47.42154167258779], [9.373020577331745, 47.42155156211599], [9.373062620631423, 47.42156198744221], [9.373098695094024, 47.42157158599499], [9.373134668158736, 47.421581312189886], [9.373206999275432, 47.421602602455245], [9.373278223103114, 47.42162552164894], [9.37332829289646, 47.42164268609676], [9.373338695919369, 47.421646465146544], [9.373378114776433, 47.421659593765455], [9.373377730068267, 47.42166064384043]]], ""type"": ""Polygon""}";Platzflaechen;Regional;Raum mit kulturellen und kommerziellen Angeboten
47.4226070638,9.37247272714;"{""coordinates"": [[[9.372819916314267, 47.422777681767045], [9.372705527452446, 47.42271462103902], [9.372679170349112, 47.42270030732716], [9.372658380753245, 47.4226889053794], [9.37263213485547, 47.422675462489636], [9.37254875813142, 47.422628949616694], [9.372543091668229, 47.42262659730183], [9.372533406816583, 47.422621280296944], [9.372516486052877, 47.422612008810596], [9.372507481306704, 47.42260643750777], [9.372502273825555, 47.422603582683955], [9.37247432411336, 47.42258848586207], [9.372468523250154, 47.422585353067554], [9.372463746728679, 47.422583048834525], [9.372459569981618, 47.42258083353004], [9.372454374848513, 47.422576494018756], [9.372453809372983, 47.4225754517506], [9.37245342786119, 47.42257524041118], [9.372453489657635, 47.422574861509794], [9.37245153307929, 47.42257125142982], [9.3724513598224, 47.422565752760846], [9.372453794042684, 47.4225605073546], [9.372193571479553, 47.42241957159788], [9.372195940980268, 47.422484764444626], [9.372775246857055, 47.422799494590855], [9.372819916314267, 47.422777681767045]]], ""type"": ""Polygon""}";Platzflaechen;Regional;Raum mit kulturellen und kommerziellen Angeboten
