,coord_x,coord_y,city,canton,year,street_name,street_number,multiple_floors,num_rooms,area,kitchen,status,floor
10209,2746690.6,1253736.1,St. Gallen,SG,1918.0,Hebelstrasse,13,0,4,125.0,1.0,3004,4
10210,2746723.4,1253748.9,St. Gallen,SG,1979.0,Gotthelfstrasse,10,0,6,143.0,1.0,3004,1
10211,2746723.4,1253748.9,St. Gallen,SG,1979.0,Gotthelfstrasse,10,0,6,143.0,1.0,3004,2
10212,2746723.4,1253748.9,St. Gallen,SG,1979.0,Gotthelfstrasse,10,0,6,143.0,1.0,3004,3
10213,2746723.4,1253748.9,St. Gallen,SG,1979.0,Gotthelfstrasse,10,0,5,135.0,1.0,3004,4
10214,2746658.7,1253719.9,St. Gallen,SG,1918.0,Hebelstrasse,12,0,5,129.0,1.0,3004,1
10215,2746658.7,1253719.9,St. Gallen,SG,1918.0,Hebelstrasse,12,0,4,128.0,1.0,3004,2
10216,2746658.7,1253719.9,St. Gallen,SG,1918.0,Hebelstrasse,12,0,4,128.0,1.0,3004,3
10217,2746658.7,1253719.9,St. Gallen,SG,1918.0,Hebelstrasse,12,0,5,136.0,1.0,3004,4
10218,2746658.7,1253719.9,St. Gallen,SG,1918.0,Hebelstrasse,12,0,1,30.0,1.0,3004,5
10219,2746725.5,1253642.5,St. Gallen,SG,1918.0,Hebelstrasse,21,0,5,112.0,1.0,3004,1
10220,2746654.6,1253740.6,St. Gallen,SG,1918.0,Hebelstrasse,10,0,6,150.0,1.0,3004,1
10221,2746654.6,1253740.6,St. Gallen,SG,1918.0,Hebelstrasse,10,0,5,150.0,1.0,3004,2
10222,2746654.6,1253740.6,St. Gallen,SG,1918.0,Hebelstrasse,10,0,7,150.0,1.0,3004,3
10223,2746654.6,1253740.6,St. Gallen,SG,1918.0,Hebelstrasse,10,0,3,90.0,1.0,3004,4
10224,2746654.6,1253740.6,St. Gallen,SG,1918.0,Hebelstrasse,10,0,2,60.0,1.0,3004,5
10225,2746676.7,1253758.7,St. Gallen,SG,1919.0,Gellertstrasse,2,0,4,95.0,1.0,3004,1
10226,2746676.7,1253758.7,St. Gallen,SG,1919.0,Gellertstrasse,2,0,4,95.0,1.0,3004,2
10227,2746676.7,1253758.7,St. Gallen,SG,1919.0,Gellertstrasse,2,0,4,75.0,1.0,3004,3
10228,2746688.7,1253655.0,St. Gallen,SG,1918.0,Hebelstrasse,20,0,5,100.0,1.0,3004,1
10229,2746702.0,1253711.8,St. Gallen,SG,1918.0,Hebelstrasse,15,0,5,125.0,1.0,3004,1
10230,2746702.0,1253711.8,St. Gallen,SG,1918.0,Hebelstrasse,15,0,5,125.0,1.0,3004,2
10231,2746702.0,1253711.8,St. Gallen,SG,1918.0,Hebelstrasse,15,0,5,125.0,1.0,3004,3
10232,2746702.0,1253711.8,St. Gallen,SG,1918.0,Hebelstrasse,15,0,4,90.0,1.0,3004,4
10233,2746727.9,1253715.2,St. Gallen,SG,1918.0,Gotthelfstrasse,12,0,4,95.0,1.0,3004,1
10234,2746727.9,1253715.2,St. Gallen,SG,1918.0,Gotthelfstrasse,12,0,4,95.0,1.0,3004,2
10235,2746727.9,1253715.2,St. Gallen,SG,1918.0,Gotthelfstrasse,12,0,3,76.0,1.0,3004,3
10236,2746727.9,1253715.2,St. Gallen,SG,1918.0,Gotthelfstrasse,12,0,4,90.0,1.0,3004,4
10237,2746727.9,1253715.2,St. Gallen,SG,1918.0,Gotthelfstrasse,12,0,3,76.0,1.0,3004,5
10238,2746727.9,1253715.2,St. Gallen,SG,1918.0,Gotthelfstrasse,12,0,3,76.0,1.0,3004,6
10239,2746727.9,1253715.2,St. Gallen,SG,1918.0,Gotthelfstrasse,12,0,4,95.0,1.0,3004,7
10240,2746727.9,1253715.2,St. Gallen,SG,1918.0,Gotthelfstrasse,12,0,3,76.0,1.0,3004,8
